index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
2751,128,128,0,1959.5076,131.4419,0.0000,255.0000,71.3458,17954,1.0000
2752,128,128,0,1545.8799,62.5661,0.0000,251.0000,72.1516,9161,1.0000
2753,128,128,0,2206.6306,116.2988,0.0000,255.0000,89.0147,8711,1.0000
2754,128,128,0,1061.4125,181.5356,0.0000,255.0000,39.1891,7110,1.0000
2755,128,128,0,2895.7573,140.3590,0.0000,255.0000,63.8174,12400,1.0000
2756,128,128,0,2494.4666,62.1657,0.0000,255.0000,58.6626,6279,1.0000
2757,128,128,0,1065.6624,88.7089,0.0000,247.0000,45.7143,8662,1.0000
2758,128,128,0,2313.7678,141.4583,0.0000,255.0000,48.1411,7548,1.0000
2759,128,128,0,858.7147,144.7827,0.0000,231.0000,48.5071,5413,1.0000
2760,128,128,0,481.9556,158.8056,0.0000,255.0000,71.2109,4181,1.0000
2761,128,128,0,1465.0333,138.6416,0.0000,255.0000,88.9940,6254,1.0000
2762,128,128,0,1063.3888,122.1419,0.0000,255.0000,48.4348,6753,1.0000
2763,128,128,0,871.7885,61.3815,0.0000,255.0000,37.8442,8898,1.0000
2764,128,128,0,6741.9233,108.6873,0.0000,255.0000,56.2191,10530,1.0000
2765,128,128,0,1093.0752,180.4339,0.0000,255.0000,66.0774,5470,1.0000
2766,128,128,0,732.4984,143.4307,3.0000,255.0000,76.0935,6844,0.9767
2767,128,128,0,2182.3340,103.7520,0.0000,255.0000,50.6286,9331,1.0000
2768,128,128,0,983.5936,175.3060,0.0000,255.0000,35.3990,5199,1.0000
2769,128,128,0,1722.4156,81.7585,0.0000,255.0000,66.6252,6586,1.0000
2770,128,128,0,1537.7065,105.7461,0.0000,255.0000,52.9933,8070,1.0000
2771,128,128,0,373.7824,117.3678,0.0000,255.0000,52.3504,4702,1.0000
2772,128,128,0,1637.9468,98.6532,0.0000,255.0000,51.0234,6565,1.0000
2773,128,128,0,429.4418,50.7828,0.0000,157.0000,29.2016,6026,1.0000
2774,128,128,0,1938.9595,108.8165,0.0000,255.0000,41.1398,11294,1.0000
2775,128,128,0,1580.9484,51.4213,0.0000,220.0000,39.1355,15439,1.0000
2776,128,128,0,682.2964,96.5273,4.0000,246.0000,74.7736,4963,0.9680
2777,128,128,0,251.5939,104.0582,21.0000,255.0000,37.4015,3174,0.8478
2778,128,128,0,2104.6289,110.6854,0.0000,255.0000,62.6393,8631,1.0000
2779,128,128,0,904.0453,158.0323,0.0000,255.0000,46.7418,8488,1.0000
2780,128,128,0,1471.3862,139.9212,0.0000,255.0000,52.7965,6745,1.0000
2781,128,128,0,2265.0474,126.9865,0.0000,255.0000,63.0631,8147,1.0000
2782,128,128,0,3542.1865,93.2021,0.0000,255.0000,53.3390,18284,1.0000
2783,128,128,0,1227.7469,68.0641,0.0000,255.0000,49.9949,9906,1.0000
2784,128,128,0,1557.2069,152.8080,0.0000,255.0000,50.0795,8979,1.0000
2785,128,128,0,1519.3314,79.5834,0.0000,255.0000,59.0495,6670,1.0000
2786,128,128,0,3222.9797,147.1001,0.0000,255.0000,29.9981,9454,1.0000
2787,128,128,0,2783.0220,117.4466,0.0000,255.0000,42.8702,12178,1.0000
2788,128,128,0,708.1832,126.4843,0.0000,255.0000,47.5634,8485,1.0000
2789,128,128,0,593.9501,46.0464,0.0000,231.0000,34.9806,5239,1.0000
2790,128,128,0,1946.6777,80.3676,0.0000,255.0000,53.4146,8169,1.0000
2791,128,128,0,800.4027,142.9106,0.0000,255.0000,36.6727,6669,1.0000
2792,128,128,0,1964.7638,117.4592,0.0000,255.0000,48.3424,12301,1.0000
2793,128,128,0,832.1737,104.4193,0.0000,255.0000,49.7129,5679,1.0000
2794,128,128,0,702.4149,134.5981,9.0000,242.0000,61.9709,5337,0.9283
2795,128,128,0,827.3307,117.7381,0.0000,218.0000,66.2493,8801,1.0000
2796,128,128,0,2847.9170,91.4976,0.0000,255.0000,105.2315,8106,1.0000
2797,128,128,0,335.7655,137.9312,0.0000,215.0000,64.2765,2959,1.0000
2798,128,128,0,1359.8057,109.3881,0.0000,255.0000,68.9997,6988,1.0000
2799,128,128,0,1448.3922,150.4256,0.0000,255.0000,62.3531,7932,1.0000
2800,128,128,0,10029.6562,123.9139,0.0000,255.0000,80.4365,10741,1.0000
2801,128,128,0,933.4362,94.1128,0.0000,255.0000,63.8718,7670,1.0000
2802,128,128,0,11087.8457,105.7152,0.0000,255.0000,75.9159,10662,1.0000
2803,128,128,0,819.7465,84.1039,0.0000,255.0000,67.6224,5755,1.0000
2804,128,128,0,882.2180,85.1988,0.0000,255.0000,44.1284,5100,1.0000
2805,128,128,0,374.6946,53.8639,0.0000,226.0000,32.3773,6596,1.0000
2806,128,128,0,1681.1185,142.5352,0.0000,255.0000,54.6450,7018,1.0000
2807,128,128,0,1649.4243,103.6254,0.0000,255.0000,56.0704,9927,1.0000
2808,128,128,0,3357.8647,93.7091,0.0000,255.0000,64.9732,8283,1.0000
2809,128,128,0,1998.3179,68.0654,0.0000,255.0000,77.4485,9293,1.0000
2810,128,128,0,558.2489,50.9870,0.0000,255.0000,29.5075,5795,1.0000
2811,128,128,0,641.5673,129.5870,0.0000,255.0000,26.3178,6238,1.0000
2812,128,128,0,1399.8662,104.1380,0.0000,255.0000,47.9267,5819,1.0000
2813,128,128,0,1529.4705,135.7346,0.0000,255.0000,65.3559,7515,1.0000
2814,128,128,0,914.2975,130.2936,0.0000,251.0000,36.2750,5775,1.0000
2815,128,128,0,1961.3201,125.5240,0.0000,254.0000,66.3223,7621,1.0000
2816,128,128,0,633.5605,143.9967,0.0000,255.0000,77.2837,4954,1.0000
2817,128,128,0,1120.3287,143.8945,12.0000,255.0000,40.3582,6900,0.9101
2818,128,128,0,834.4704,130.5224,0.0000,255.0000,54.5107,5870,1.0000
2819,128,128,0,1707.5432,88.8459,0.0000,255.0000,41.3391,9302,1.0000
2820,128,128,0,1522.1846,97.9595,0.0000,255.0000,40.5302,5724,1.0000
2821,128,128,0,865.1300,100.5398,0.0000,255.0000,37.6200,5714,1.0000
2822,128,128,0,776.1021,97.3078,0.0000,255.0000,53.9865,6913,1.0000
2823,128,128,0,908.8204,110.4764,0.0000,255.0000,52.3490,6117,1.0000
2824,128,128,0,1086.2416,126.3074,0.0000,255.0000,27.9489,7145,1.0000
2825,128,128,0,955.9075,103.3419,0.0000,241.0000,51.5122,4784,1.0000
2826,128,128,0,1513.3848,39.7476,0.0000,255.0000,65.1531,4878,1.0000
2827,128,128,0,901.1040,121.8823,0.0000,255.0000,50.6325,4712,1.0000
2828,128,128,0,1590.2690,89.1814,0.0000,255.0000,34.7071,11370,1.0000
2829,128,128,0,994.5002,127.0791,0.0000,245.0000,71.0833,6653,1.0000
2830,128,128,0,1780.9302,119.3186,0.0000,255.0000,53.7584,7827,1.0000
2831,128,128,0,1574.4913,89.7270,0.0000,251.0000,78.6172,6279,1.0000
2832,128,128,0,4034.1670,123.0078,0.0000,255.0000,50.1373,8991,1.0000
2833,128,128,0,1471.0104,119.6861,0.0000,255.0000,64.5475,7264,1.0000
2834,128,128,0,7828.5820,128.8776,0.0000,255.0000,71.4545,10277,1.0000
2835,128,128,0,2419.8733,128.5223,0.0000,255.0000,46.5838,11579,1.0000
2836,128,128,0,795.7254,102.4656,0.0000,255.0000,31.1343,4483,1.0000
2837,128,128,0,1239.9261,95.6937,0.0000,255.0000,51.9632,8437,1.0000
2838,128,128,0,729.4830,186.7645,0.0000,255.0000,55.7261,4807,1.0000
2839,128,128,0,4783.5283,106.7215,0.0000,255.0000,74.3083,10724,1.0000
2840,128,128,0,2657.8489,113.1720,0.0000,255.0000,61.5195,9365,1.0000
2841,128,128,0,1113.9600,136.7068,0.0000,255.0000,71.3826,5526,1.0000
2842,128,128,0,406.3004,58.3450,0.0000,255.0000,37.5556,5169,1.0000
2843,128,128,0,2485.6521,103.8683,0.0000,255.0000,58.9550,6925,1.0000
2844,128,128,0,1329.9254,130.4267,0.0000,255.0000,53.9892,7078,1.0000
2845,128,128,0,1369.0271,118.0703,0.0000,255.0000,71.7658,6370,1.0000
2846,128,128,0,1352.9373,85.7779,0.0000,255.0000,55.4751,6889,1.0000
2847,128,128,0,785.4160,75.0291,0.0000,255.0000,61.5557,5102,1.0000
2848,128,128,0,838.3831,97.5368,0.0000,255.0000,33.4904,5375,1.0000
2849,128,128,0,1722.7123,147.8213,0.0000,255.0000,62.9848,7710,1.0000
2850,128,128,0,1602.8224,153.2740,0.0000,255.0000,66.8427,7907,1.0000
2851,128,128,0,3395.1775,113.6496,0.0000,255.0000,65.8588,9051,1.0000
2852,128,128,0,1879.1215,90.3036,0.0000,255.0000,44.1202,8469,1.0000
2853,128,128,0,1262.7416,163.7723,0.0000,255.0000,41.6135,6928,1.0000
2854,128,128,0,561.2873,144.1791,0.0000,194.0000,28.3078,4276,1.0000
2855,128,128,0,1327.3787,134.3703,11.0000,255.0000,33.2839,7501,0.9173
2856,128,128,0,1488.1182,141.8259,0.0000,255.0000,77.5486,8447,1.0000
2857,128,128,0,447.9814,134.4034,0.0000,255.0000,60.5340,4904,1.0000
2858,128,128,0,498.4070,124.0601,0.0000,255.0000,45.4442,4989,1.0000
2859,128,128,0,922.9111,131.9228,0.0000,249.0000,68.9097,4477,1.0000
2860,128,128,0,2544.6682,137.1240,0.0000,249.0000,50.0510,7831,1.0000
2861,128,128,0,6582.4512,83.3633,0.0000,255.0000,73.3023,10622,1.0000
2862,128,128,0,1642.8057,133.1814,0.0000,244.0000,44.3041,6715,1.0000
2863,128,128,0,855.8150,148.2560,0.0000,255.0000,60.5104,9181,1.0000
2864,128,128,0,1011.1664,66.6514,0.0000,255.0000,64.2764,4842,1.0000
2865,128,128,0,271.7655,209.3084,31.0000,255.0000,49.7748,3025,0.7832
2866,128,128,0,894.6340,156.0425,0.0000,255.0000,38.7882,5951,1.0000
2867,128,128,0,1115.3051,85.9997,0.0000,255.0000,62.5481,7067,1.0000
2868,128,128,0,754.7708,82.0702,0.0000,255.0000,45.1248,7667,1.0000
2869,128,128,0,1559.3783,109.4699,0.0000,255.0000,46.6803,6990,1.0000
2870,128,128,0,1928.4174,96.8122,0.0000,255.0000,64.1745,7732,1.0000
2871,128,128,0,2568.9087,50.5354,0.0000,255.0000,50.1922,8511,1.0000
2872,128,128,0,3472.6912,137.6705,0.0000,255.0000,74.9112,7647,1.0000
2873,128,128,0,1633.5515,109.4867,0.0000,255.0000,41.7792,6808,1.0000
2874,128,128,0,1768.7234,103.9220,0.0000,255.0000,71.1725,8019,1.0000
2875,128,128,0,2448.0193,129.3104,0.0000,255.0000,34.7106,11836,1.0000
2876,128,128,0,1361.2821,121.5624,0.0000,255.0000,74.9410,6294,1.0000
2877,128,128,0,1120.8330,142.3986,0.0000,255.0000,65.5639,5847,1.0000
2878,128,128,0,623.7620,82.2042,0.0000,255.0000,28.0567,7276,1.0000
2879,128,128,0,1536.0228,55.8810,0.0000,255.0000,65.5724,5733,1.0000
2880,128,128,0,513.1266,153.9933,7.0000,255.0000,63.6436,6251,0.9466
2881,128,128,0,921.6247,138.8716,0.0000,255.0000,28.9104,10159,1.0000
2882,128,128,0,1597.4778,102.9759,0.0000,255.0000,80.0716,9507,1.0000
2883,128,128,0,1454.7014,149.2416,0.0000,255.0000,63.8122,6553,1.0000
2884,128,128,0,2306.8428,115.9709,0.0000,255.0000,45.2628,8769,1.0000
2885,128,128,0,1602.4727,135.1599,0.0000,255.0000,48.1930,8438,1.0000
2886,128,128,0,860.9614,140.7777,11.0000,252.0000,66.7727,4962,0.9163
2887,128,128,0,2084.7693,48.3566,0.0000,255.0000,28.9363,7819,1.0000
2888,128,128,0,3027.9026,146.1724,0.0000,255.0000,49.4267,16457,1.0000
2889,128,128,0,1310.6055,75.8640,0.0000,255.0000,45.9633,6889,1.0000
2890,128,128,0,2447.0740,63.6268,0.0000,250.0000,37.8862,11295,1.0000
2891,128,128,0,2075.1641,137.3243,0.0000,255.0000,45.2742,7972,1.0000
2892,128,128,0,2711.6516,137.8982,0.0000,255.0000,77.6925,9722,1.0000
2893,128,128,0,2490.3254,129.3883,0.0000,255.0000,41.3717,12034,1.0000
2894,128,128,0,1918.1827,120.6899,0.0000,255.0000,61.3808,6534,1.0000
2895,128,128,0,775.1940,140.1908,0.0000,255.0000,63.3459,7755,1.0000
2896,128,128,0,1118.7800,95.3014,0.0000,255.0000,67.7471,9589,1.0000
2897,128,128,0,1401.9841,158.7713,0.0000,255.0000,66.7132,7442,1.0000
2898,128,128,0,1705.3667,115.8027,0.0000,255.0000,55.0930,7870,1.0000
2899,128,128,0,3768.8774,110.6865,0.0000,255.0000,84.7447,9927,1.0000
2900,128,128,0,1453.1270,120.5176,0.0000,255.0000,49.3137,8866,1.0000
2901,128,128,0,914.4301,138.8877,1.0000,252.0000,55.3761,7146,0.9921
2902,128,128,0,602.9751,120.7686,0.0000,251.0000,73.3609,7858,1.0000
2903,128,128,0,569.0875,61.9258,0.0000,255.0000,33.8000,8862,1.0000
2904,128,128,0,2615.9014,101.7350,0.0000,255.0000,47.4433,10908,1.0000
2905,128,128,0,2216.0227,127.7053,0.0000,255.0000,40.4449,6091,1.0000
2906,128,128,0,876.7164,97.0739,0.0000,255.0000,71.5958,6329,1.0000
2907,128,128,0,588.4360,184.3497,0.0000,255.0000,64.3991,4373,1.0000
2908,128,128,0,883.7888,111.8925,0.0000,255.0000,55.7796,5544,1.0000
2909,128,128,0,1577.7122,140.0340,0.0000,255.0000,62.4676,10423,1.0000
2910,128,128,0,360.9683,103.5174,0.0000,221.0000,59.1734,3896,1.0000
2911,128,128,0,1064.6654,129.6510,0.0000,255.0000,57.1355,5497,1.0000
2912,128,128,0,1558.0597,97.2597,0.0000,255.0000,36.6980,6700,1.0000
2913,128,128,0,1778.3618,103.8873,0.0000,255.0000,52.8429,5740,1.0000
2914,128,128,0,331.8720,127.9612,0.0000,210.0000,40.6780,3371,1.0000
2915,128,128,0,863.3873,99.4524,0.0000,255.0000,89.0169,4365,1.0000
2916,128,128,0,2929.2957,133.9171,0.0000,255.0000,55.2321,7917,1.0000
2917,128,128,0,1421.5944,81.1178,0.0000,244.0000,56.7476,9623,1.0000
2918,128,128,0,1203.4436,49.3625,0.0000,255.0000,79.9946,3976,1.0000
2919,128,128,0,1291.4530,123.2383,0.0000,255.0000,48.6594,6610,1.0000
2920,128,128,0,1114.1815,99.3946,0.0000,255.0000,45.6934,6695,1.0000
2921,128,128,0,1425.2297,106.1378,0.0000,255.0000,58.9785,7017,1.0000
2922,128,128,0,1447.2330,119.7317,0.0000,255.0000,86.5261,6502,1.0000
2923,128,128,0,1360.8113,107.0253,0.0000,255.0000,73.4004,5456,1.0000
2924,128,128,0,596.3032,190.5652,0.0000,255.0000,42.0458,8084,1.0000
2925,128,128,0,1712.3704,105.5821,0.0000,255.0000,47.7542,6766,1.0000
2926,128,128,0,796.5118,147.9910,0.0000,255.0000,59.3230,5091,1.0000
2927,128,128,0,1781.5457,116.1997,10.0000,255.0000,33.7277,8155,0.9245
2928,128,128,0,1120.9476,160.3629,2.0000,255.0000,85.6484,5487,0.9844
2929,128,128,0,247.7383,44.9324,0.0000,220.0000,49.0784,6513,1.0000
2930,128,128,0,2709.7231,146.2800,0.0000,255.0000,50.1851,7622,1.0000
2931,128,128,0,301.2810,140.8847,0.0000,222.0000,43.6669,3926,1.0000
2932,128,128,0,951.6638,68.3160,0.0000,255.0000,42.6424,6944,1.0000
2933,128,128,0,1995.5270,106.3554,0.0000,255.0000,60.8291,8559,1.0000
2934,128,128,0,3985.2197,101.6928,0.0000,255.0000,61.0378,10409,1.0000
2935,128,128,0,3438.0029,135.0817,0.0000,255.0000,75.7126,12489,1.0000
2936,128,128,0,653.6248,127.0348,0.0000,254.0000,96.5994,4675,1.0000
2937,128,128,0,4188.3472,69.0983,0.0000,255.0000,58.6852,11729,1.0000
2938,128,128,0,702.3998,104.6054,0.0000,255.0000,40.4976,5506,1.0000
2939,128,128,0,702.3998,104.6054,0.0000,255.0000,40.4976,5506,1.0000
2940,128,128,0,2034.4454,98.8478,0.0000,255.0000,42.2337,8423,1.0000
2941,128,128,0,2787.9158,65.8609,0.0000,255.0000,45.8418,9144,1.0000
2942,128,128,0,722.1766,140.1596,0.0000,255.0000,63.9562,5825,1.0000
2943,128,128,0,6502.8569,96.7777,0.0000,255.0000,54.4839,10212,1.0000
2944,128,128,0,4487.5439,89.4727,0.0000,255.0000,59.1500,13833,1.0000
2945,128,128,0,1828.8274,113.1734,1.0000,243.0000,45.3792,7929,0.9918
2946,128,128,0,1186.7664,95.8770,0.0000,255.0000,57.0689,6417,1.0000
2947,128,128,0,1439.1000,94.6461,0.0000,255.0000,53.2262,8272,1.0000
2948,128,128,0,994.7302,108.1531,0.0000,255.0000,32.8199,10685,1.0000
2949,128,128,0,827.3865,130.5338,0.0000,236.0000,47.9632,5841,1.0000
2950,128,128,0,6334.9785,104.8289,0.0000,255.0000,62.7098,10330,1.0000
2951,128,128,0,1318.8268,111.9846,0.0000,255.0000,50.7800,9742,1.0000
2952,128,128,0,1959.4409,90.1993,0.0000,255.0000,52.8104,8618,1.0000
2953,128,128,0,4028.0835,140.6910,0.0000,255.0000,63.7169,10929,1.0000
2954,128,128,0,1919.0950,127.3398,0.0000,247.0000,58.9099,9707,1.0000
2955,128,128,0,1840.0093,96.2469,0.0000,255.0000,62.9860,9596,1.0000
2956,128,128,0,110.6006,240.9873,97.0000,255.0000,20.1081,3972,0.4489
2957,128,128,0,2110.3818,141.7921,0.0000,255.0000,73.4667,6646,1.0000
2958,128,128,0,1798.4679,90.8451,0.0000,255.0000,70.7710,9811,1.0000
2959,128,128,0,1570.1595,141.0542,0.0000,255.0000,64.3122,8011,1.0000
2960,128,128,0,2415.0984,124.8198,0.0000,255.0000,50.8174,11348,1.0000
2961,128,128,0,2608.8591,117.1113,0.0000,255.0000,58.6776,11504,1.0000
2962,128,128,0,1920.8290,64.2571,0.0000,255.0000,60.5852,7684,1.0000
2963,128,128,0,2514.0320,147.2278,0.0000,255.0000,54.0491,11753,1.0000
2964,128,128,0,956.2242,71.1005,0.0000,250.0000,38.5703,6419,1.0000
2965,128,128,0,772.3690,84.4881,0.0000,237.0000,30.6979,5548,1.0000
2966,128,128,0,962.3643,93.1063,0.0000,250.0000,26.9454,8921,1.0000
2967,128,128,0,4325.0210,132.7447,0.0000,255.0000,80.3123,8611,1.0000
2968,128,128,0,2130.6052,123.9888,0.0000,255.0000,78.6870,7714,1.0000
2969,128,128,0,2311.4255,108.2139,0.0000,255.0000,70.6228,7926,1.0000
2970,128,128,0,1021.5796,67.3960,0.0000,255.0000,61.2267,9852,1.0000
2971,128,128,0,1104.4783,69.6197,0.0000,183.0000,38.1792,7518,1.0000
2972,128,128,0,344.7488,73.2336,0.0000,187.0000,42.2237,7398,1.0000
2973,128,128,0,1124.5256,96.5620,0.0000,255.0000,39.7025,7399,1.0000
2974,128,128,0,1352.5432,182.4287,0.0000,255.0000,44.6119,6062,1.0000
2975,128,128,0,2439.5024,100.1066,0.0000,255.0000,66.4039,8638,1.0000
2976,128,128,0,2325.9556,130.6237,0.0000,249.0000,42.9640,7977,1.0000
2977,128,128,0,1903.3403,101.9073,0.0000,255.0000,47.0620,7676,1.0000
2978,128,128,0,2627.6697,131.6737,0.0000,255.0000,57.0122,9118,1.0000
2979,128,128,0,1377.8134,108.2870,0.0000,255.0000,49.3420,7388,1.0000
2980,128,128,0,861.7361,106.2053,0.0000,255.0000,47.8539,6274,1.0000
2981,128,128,0,1327.4781,68.1083,0.0000,255.0000,44.7340,7280,1.0000
2982,128,128,0,532.1865,76.2208,0.0000,174.0000,29.0128,5391,1.0000
2983,128,128,0,1844.6956,120.0938,0.0000,255.0000,61.8322,7442,1.0000
2984,128,128,0,362.9763,124.6196,0.0000,255.0000,50.6776,3753,1.0000
2985,128,128,0,344.6193,100.8277,0.0000,255.0000,21.7587,4962,1.0000
2986,128,128,0,877.4546,101.3465,0.0000,219.0000,41.7389,13422,1.0000
2987,128,128,0,1579.4180,140.9258,0.0000,255.0000,61.1236,7736,1.0000
2988,128,128,0,966.4250,127.9640,0.0000,255.0000,76.5253,5574,1.0000
2989,128,128,0,951.7443,120.8047,3.0000,247.0000,42.7535,6527,0.9760
2990,128,128,0,2309.8777,106.5045,0.0000,255.0000,63.8876,11135,1.0000
2991,128,128,0,1615.0935,124.6105,0.0000,233.0000,45.5015,7049,1.0000
2992,128,128,0,1042.3269,129.6637,18.0000,255.0000,45.0124,6591,0.8681
2993,128,128,0,2991.3833,68.8853,0.0000,255.0000,56.3459,6992,1.0000
2994,128,128,0,3081.0205,107.2337,0.0000,255.0000,64.7225,11941,1.0000
2995,128,128,0,7460.6499,99.9544,0.0000,255.0000,78.0744,11874,1.0000
2996,128,128,0,786.7502,137.6496,0.0000,255.0000,71.6144,5819,1.0000
2997,128,128,0,1867.1257,126.1259,0.0000,255.0000,47.6607,6688,1.0000
2998,128,128,0,253.9436,143.8084,0.0000,255.0000,57.6938,3221,1.0000
2999,128,128,0,3117.2009,125.3441,0.0000,235.0000,50.7132,9381,1.0000
3000,128,128,0,2410.0349,126.4514,0.0000,255.0000,47.7112,8171,1.0000
3001,128,128,0,915.7686,183.7547,0.0000,255.0000,80.5939,4634,1.0000
3002,128,128,0,1099.0491,97.5285,0.0000,247.0000,38.8553,6799,1.0000
3003,128,128,0,780.4749,103.0006,0.0000,255.0000,63.4474,5519,1.0000
3004,128,128,0,2255.4346,101.3505,0.0000,255.0000,50.7082,6328,1.0000
3005,128,128,0,803.4338,98.6429,0.0000,255.0000,41.8973,6583,1.0000
3006,128,128,0,1258.3219,71.3603,0.0000,255.0000,72.7507,8659,1.0000
3007,128,128,0,828.1152,90.0651,0.0000,243.0000,51.8299,3846,1.0000
3008,128,128,0,2037.1293,91.5541,0.0000,255.0000,77.8207,6307,1.0000
3009,128,128,0,1667.8480,103.6869,0.0000,255.0000,53.0151,8293,1.0000
3010,128,128,0,2839.1406,121.9541,0.0000,255.0000,57.1214,11949,1.0000
3011,128,128,0,357.3735,157.9029,0.0000,224.0000,40.2501,5896,1.0000
3012,128,128,0,1154.5188,114.7788,0.0000,241.0000,40.6187,7007,1.0000
3013,128,128,0,1586.1614,120.4939,0.0000,255.0000,59.6587,15361,1.0000
3014,128,128,0,520.8011,139.5504,7.0000,242.0000,31.9995,3785,0.9438
3015,128,128,0,480.9129,120.9040,0.0000,253.0000,73.3744,4262,1.0000
3016,128,128,0,1989.7480,75.9181,0.0000,253.0000,44.4931,7579,1.0000
3017,128,128,0,1163.8615,107.5432,0.0000,255.0000,52.9080,5595,1.0000
3018,128,128,0,604.1560,119.8019,0.0000,255.0000,64.9744,5151,1.0000
3019,128,128,0,2503.4778,109.3744,0.0000,255.0000,57.1106,11562,1.0000
3020,128,128,0,1922.9438,146.0483,0.0000,255.0000,50.6111,11210,1.0000
3021,128,128,0,1631.9187,81.2077,0.0000,248.0000,48.1244,6486,1.0000
3022,128,128,0,2116.3455,89.6503,0.0000,255.0000,59.6175,8067,1.0000
3023,128,128,0,1770.3260,118.3628,0.0000,255.0000,55.2142,6967,1.0000
3024,128,128,0,779.3431,40.2153,0.0000,255.0000,51.6423,7952,1.0000
3025,128,128,0,2385.5198,102.6598,0.0000,255.0000,45.4435,9024,1.0000
3026,128,128,0,1279.5605,115.3192,0.0000,255.0000,45.0418,6938,1.0000
3027,128,128,0,2488.5110,115.1349,0.0000,255.0000,57.0695,8084,1.0000
3028,128,128,0,1777.2406,120.4330,0.0000,255.0000,51.5943,7723,1.0000
3029,128,128,0,948.0020,55.2661,0.0000,255.0000,67.6704,4603,1.0000
3030,128,128,0,4073.2163,73.6611,0.0000,255.0000,57.0059,9838,1.0000
3031,128,128,0,820.4373,109.5959,0.0000,255.0000,28.5711,3948,1.0000
3032,128,128,0,2339.0420,115.4827,0.0000,247.0000,49.2851,8585,1.0000
3033,128,128,0,1603.9363,145.3926,0.0000,255.0000,53.2709,10576,1.0000
3034,128,128,0,1328.6520,155.8211,0.0000,255.0000,104.5787,6765,1.0000
3035,128,128,0,2605.7358,98.0693,0.0000,255.0000,55.9161,8159,1.0000
3036,128,128,0,1474.4711,68.1885,0.0000,255.0000,64.8904,7573,1.0000
3037,128,128,0,1273.8733,104.6674,0.0000,255.0000,51.9860,9561,1.0000
3038,128,128,0,582.3610,60.5342,0.0000,157.0000,27.3227,6435,1.0000
3039,128,128,0,1261.5602,147.2842,0.0000,255.0000,61.5738,5744,1.0000
3040,128,128,0,848.6713,119.4308,0.0000,221.0000,70.9688,4985,1.0000
3041,128,128,0,714.9296,51.6340,0.0000,255.0000,48.3276,9470,1.0000
3042,128,128,0,2735.7271,99.9162,0.0000,255.0000,47.0625,9214,1.0000
3043,128,128,0,4461.9746,27.2242,0.0000,255.0000,39.8265,13470,1.0000
3044,128,128,0,559.1763,158.8143,25.0000,255.0000,53.4685,9132,0.8214
3045,128,128,0,886.5220,142.3675,0.0000,228.0000,62.3266,4997,1.0000
3046,128,128,0,740.1760,149.8642,0.0000,255.0000,36.8073,9612,1.0000
3047,128,128,0,5133.5479,120.3097,0.0000,255.0000,55.8546,13960,1.0000
3048,128,128,0,441.1869,104.7446,0.0000,227.0000,64.0822,4793,1.0000
3049,128,128,0,2318.8376,73.9009,0.0000,255.0000,68.7924,9849,1.0000
3050,128,128,0,2137.5110,103.7467,0.0000,255.0000,42.0056,6860,1.0000
3051,128,128,0,2007.1339,98.1262,0.0000,255.0000,52.6064,9645,1.0000
3052,128,128,0,879.6768,125.7389,0.0000,255.0000,50.9049,5097,1.0000
3053,128,128,0,1731.5697,141.9652,0.0000,255.0000,50.4144,10845,1.0000
3054,128,128,0,1825.3700,117.6861,0.0000,255.0000,63.8365,7180,1.0000
3055,128,128,0,1618.1052,120.9268,0.0000,255.0000,56.0607,7867,1.0000
3056,128,128,0,1694.3252,135.5832,0.0000,255.0000,55.5347,8825,1.0000
3057,128,128,0,1060.7587,122.4817,42.0000,255.0000,44.4547,5393,0.7172
3058,128,128,0,969.9745,143.9079,0.0000,255.0000,64.4667,6350,1.0000
3059,128,128,0,1286.7128,136.9911,0.0000,255.0000,67.4202,6813,1.0000
3060,128,128,0,603.8359,111.4081,0.0000,255.0000,68.0139,5116,1.0000
3061,128,128,0,1293.2543,139.5732,14.0000,255.0000,71.0215,8346,0.8959
3062,128,128,0,1733.3834,92.1198,0.0000,255.0000,50.4555,10480,1.0000
3063,128,128,0,1564.8938,94.5411,0.0000,255.0000,43.6998,10773,1.0000
3064,128,128,0,2404.4880,141.5053,0.0000,255.0000,55.8345,11608,1.0000
3065,128,128,0,862.0275,140.7661,1.0000,255.0000,42.7533,8362,0.9922
3066,128,128,0,633.0386,123.6330,0.0000,255.0000,44.2579,9277,1.0000
3067,128,128,0,1770.8933,81.6177,0.0000,255.0000,52.8607,10401,1.0000
3068,128,128,0,1882.1920,105.0472,0.0000,255.0000,57.1065,10975,1.0000
3069,128,128,0,1290.4338,95.4193,0.0000,255.0000,65.3886,15315,1.0000
3070,128,128,0,574.6243,61.7472,0.0000,253.0000,41.2301,6735,1.0000
3071,128,128,0,3339.7771,110.2963,0.0000,255.0000,51.8548,9206,1.0000
3072,128,128,0,1537.0800,88.8206,0.0000,255.0000,46.2509,9222,1.0000
3073,128,128,0,1022.7648,110.9039,0.0000,255.0000,49.5112,7254,1.0000
3074,128,128,0,536.3244,58.6516,0.0000,255.0000,58.9487,4792,1.0000
3075,128,128,0,1595.6951,103.1045,0.0000,255.0000,54.8268,6366,1.0000
3076,128,128,0,3073.4963,117.5257,0.0000,255.0000,54.3120,7775,1.0000
3077,128,128,0,558.7126,28.2825,0.0000,255.0000,61.2047,2546,1.0000
