index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
0,375,500,0,350.2235,157.2414,95.0000,255.0000,33.8381,28779,0.4571
1,500,410,0,535.5776,173.0693,98.0000,255.0000,41.5177,26699,0.4448
2,500,461,0,152.0978,168.1599,95.0000,255.0000,39.1404,21037,0.4571
3,500,333,0,424.0337,187.7006,97.0000,255.0000,38.8203,32316,0.4489
4,500,333,0,751.7026,153.9816,93.0000,255.0000,29.2152,26663,0.4655
5,500,375,0,158.8715,190.4752,105.0000,255.0000,37.4658,23196,0.4167
6,500,375,0,210.3298,157.0049,97.0000,255.0000,29.1941,26992,0.4489
7,500,429,0,76.2138,179.2835,106.0000,252.0000,51.5432,14835,0.4078
8,500,357,0,351.8559,173.2319,100.0000,255.0000,47.5507,21893,0.4366
9,333,500,0,143.7054,164.5836,101.0000,255.0000,40.4606,17592,0.4326
10,378,502,0,1019.7603,68.2520,0.0000,174.0000,47.3448,29120,1.0000
11,316,502,0,5078.4341,137.1738,0.0000,230.0000,64.2910,42851,1.0000
12,334,502,0,2726.2241,76.5980,0.0000,221.0000,56.0463,30464,1.0000
13,398,502,0,1156.5656,23.7367,0.0000,212.0000,45.3498,25957,1.0000
14,378,502,0,5279.0142,14.5646,0.0000,211.0000,31.4089,50681,1.0000
15,375,500,0,0.0000,0.0000,0.0000,0.0000,0.0000,5793,-nan
16,500,333,0,510.2448,110.2171,0.0000,255.0000,65.2808,29819,1.0000
17,500,334,0,40863.9609,147.2448,0.0000,255.0000,73.7468,85695,1.0000
18,378,502,0,3668.1990,34.5397,0.0000,247.0000,59.2670,36029,1.0000
19,360,502,0,3834.2239,19.8453,0.0000,212.0000,29.0483,50471,1.0000
20,500,375,0,412.7344,130.9828,8.0000,239.0000,44.2825,28823,0.9352
21,333,500,0,0.0000,0.0000,0.0000,0.0000,0.0000,5243,-nan
22,500,358,0,40942.2617,139.5495,0.0000,255.0000,81.6441,93855,1.0000
23,337,500,0,216.1722,218.6168,22.0000,250.0000,52.9566,12556,0.8382
24,500,334,0,47734.4336,82.7311,0.0000,255.0000,64.8795,92892,1.0000
25,502,356,0,2770.0259,51.9176,0.0000,222.0000,52.3043,37977,1.0000
26,378,502,0,7841.9668,41.9471,0.0000,236.0000,50.4124,53196,1.0000
27,500,333,0,47438.5078,161.5171,0.0000,255.0000,62.4858,85509,1.0000
28,500,375,0,117750.5156,112.2877,0.0000,255.0000,83.6087,167762,1.0000
29,500,336,0,89.4553,102.4715,0.0000,255.0000,57.3532,19854,1.0000
30,333,500,0,8780.6660,157.5836,0.0000,255.0000,54.5317,43496,1.0000
31,336,502,0,2725.8611,14.2775,0.0000,204.0000,31.8044,25875,1.0000
32,362,502,0,3181.3809,33.8098,0.0000,209.0000,54.9822,33894,1.0000
33,500,362,0,348.0246,101.2246,0.0000,248.0000,58.0610,21181,1.0000
34,375,500,0,10970.1885,165.7946,0.0000,255.0000,37.4705,92742,1.0000
35,500,333,0,473.6562,98.1119,0.0000,255.0000,39.6708,26949,1.0000
36,502,356,0,4438.4307,42.9345,0.0000,215.0000,48.0189,36886,1.0000
37,333,500,0,0.0000,255.0000,255.0000,255.0000,0.0000,5241,0.0000
38,333,500,0,0.0000,0.0000,0.0000,0.0000,0.0000,5243,-nan
39,297,500,0,0.0000,255.0000,255.0000,255.0000,0.0000,4800,0.0000
40,459,500,0,0.0000,255.0000,255.0000,255.0000,0.0000,7005,0.0000
41,500,369,0,0.0000,255.0000,255.0000,255.0000,0.0000,5794,0.0000
42,128,128,0,1350.5320,126.9133,0.0000,255.0000,68.7592,6121,1.0000
43,128,128,0,557.4310,138.6084,0.0000,255.0000,50.6007,5609,1.0000
44,128,128,0,3604.8062,49.2389,0.0000,255.0000,68.7738,11574,1.0000
45,128,128,0,2461.4680,110.0532,0.0000,255.0000,46.1752,12056,1.0000
46,128,128,0,2328.2644,47.9409,0.0000,255.0000,67.4833,6968,1.0000
47,128,128,0,3295.2883,60.3900,0.0000,255.0000,66.8339,9055,1.0000
48,128,128,0,2038.5090,104.8662,0.0000,255.0000,63.8250,8657,1.0000
49,128,128,0,508.8457,98.1001,0.0000,200.0000,38.3940,9387,1.0000
50,128,128,0,760.3990,51.5194,0.0000,170.0000,30.8639,6526,1.0000
51,128,128,0,1709.6093,82.6075,0.0000,255.0000,34.7025,7779,1.0000
52,128,128,0,2881.6616,82.6627,0.0000,255.0000,50.5888,8801,1.0000
53,128,128,0,328.1924,135.9178,27.0000,255.0000,43.0971,4507,0.8085
54,128,128,0,333.8029,87.8799,0.0000,252.0000,44.8587,6774,1.0000
55,128,128,0,455.5108,108.4021,0.0000,255.0000,43.6404,5107,1.0000
56,128,128,0,621.5887,98.9931,0.0000,255.0000,52.5825,9313,1.0000
57,128,128,0,940.9412,173.9978,0.0000,255.0000,56.7414,8372,1.0000
58,128,128,0,320.6344,144.3104,3.0000,223.0000,61.8474,2911,0.9735
59,128,128,0,336.8813,143.0560,6.0000,235.0000,63.8069,3074,0.9502
60,128,128,0,448.1198,103.8666,0.0000,255.0000,53.7265,3780,1.0000
61,128,128,0,821.2408,158.2677,0.0000,255.0000,36.9283,8065,1.0000
62,128,128,0,1231.9386,94.3254,0.0000,255.0000,46.3553,6595,1.0000
63,128,128,0,2554.0122,119.8554,0.0000,255.0000,42.5882,12286,1.0000
64,128,128,0,2630.9387,114.4985,0.0000,255.0000,53.4442,12275,1.0000
65,128,128,0,1870.1139,102.5547,0.0000,255.0000,45.3773,11184,1.0000
66,128,128,0,2113.0916,118.0456,0.0000,255.0000,56.9887,11892,1.0000
67,128,128,0,1714.7126,90.0524,0.0000,255.0000,49.1241,11309,1.0000
68,128,128,0,1938.0989,98.5739,0.0000,255.0000,48.9317,11486,1.0000
69,128,128,0,1778.9214,106.6787,0.0000,255.0000,36.5508,11206,1.0000
70,128,128,0,1737.5431,109.4834,0.0000,255.0000,49.6418,11339,1.0000
71,128,128,0,2408.9414,73.5035,0.0000,255.0000,50.8947,7579,1.0000
72,128,128,0,2268.2881,103.0803,0.0000,255.0000,43.8868,9232,1.0000
73,128,128,0,1419.8065,159.6100,0.0000,255.0000,56.4526,9964,1.0000
74,128,128,0,1993.9684,81.7698,0.0000,255.0000,49.7814,8242,1.0000
75,128,128,0,2337.0842,93.4242,0.0000,255.0000,89.3679,9939,1.0000
76,128,128,0,484.1643,94.2602,0.0000,237.0000,44.7539,4158,1.0000
77,128,128,0,2081.6836,79.7308,0.0000,255.0000,51.3727,7052,1.0000
78,128,128,0,1061.7357,136.6874,0.0000,255.0000,77.6753,5635,1.0000
79,128,128,0,1901.1416,80.6243,0.0000,255.0000,62.9729,7586,1.0000
80,128,128,0,2722.8335,97.9740,0.0000,255.0000,54.0422,11211,1.0000
81,128,128,0,2870.3303,140.5998,0.0000,255.0000,49.6485,12509,1.0000
82,128,128,0,9830.2822,89.0144,0.0000,255.0000,60.7356,14955,1.0000
83,128,128,0,996.4727,192.5147,0.0000,255.0000,65.2238,8741,1.0000
84,128,128,0,1542.2611,163.6968,0.0000,255.0000,50.2871,8002,1.0000
85,128,128,0,1698.4773,117.2236,0.0000,255.0000,50.7475,8517,1.0000
86,128,128,0,2431.6089,138.0666,0.0000,255.0000,62.5287,8867,1.0000
87,128,128,0,1313.1467,131.4843,0.0000,255.0000,88.1594,5974,1.0000
88,128,128,0,1808.4407,119.2388,0.0000,255.0000,43.4585,6966,1.0000
89,128,128,0,1546.3248,116.5746,0.0000,255.0000,35.3842,7969,1.0000
90,128,128,0,2957.3423,96.2042,0.0000,255.0000,54.0783,11344,1.0000
91,128,128,0,2748.3206,106.4194,0.0000,255.0000,63.9524,12090,1.0000
92,128,128,0,1956.1849,106.8255,0.0000,255.0000,43.4047,9488,1.0000
93,128,128,0,1196.3799,91.6926,0.0000,235.0000,35.2901,9549,1.0000
94,128,128,0,5899.5015,104.4689,0.0000,255.0000,66.5276,13824,1.0000
95,128,128,0,4080.2051,95.1237,0.0000,255.0000,62.8780,13107,1.0000
96,128,128,0,6448.1572,128.0719,0.0000,255.0000,63.3091,13653,1.0000
97,128,128,0,3066.3350,97.3180,0.0000,255.0000,64.1749,11935,1.0000
98,128,128,0,5436.2700,99.1320,0.0000,255.0000,72.5600,13318,1.0000
99,128,128,0,5473.3774,114.1019,0.0000,255.0000,66.8082,13599,1.0000
100,128,128,0,4540.6738,101.7928,0.0000,255.0000,57.7488,13061,1.0000
101,128,128,0,6153.7349,101.5822,0.0000,255.0000,60.6305,13528,1.0000
102,128,128,0,6266.3184,101.0415,0.0000,255.0000,77.1179,13175,1.0000
103,128,128,0,402.8452,121.7588,0.0000,245.0000,39.1889,3706,1.0000
104,128,128,0,896.7055,155.2379,0.0000,255.0000,56.7815,4555,1.0000
105,128,128,0,1567.7072,57.8640,0.0000,240.0000,33.6611,10034,1.0000
106,128,128,0,918.6267,115.0153,0.0000,255.0000,71.8553,6161,1.0000
107,128,128,0,918.6267,115.0153,0.0000,255.0000,71.8553,6161,1.0000
108,128,128,0,439.1425,84.1381,0.0000,255.0000,37.8244,3709,1.0000
109,128,128,0,1934.5170,71.3608,0.0000,255.0000,77.8252,5144,1.0000
110,128,128,0,4574.0249,59.5291,0.0000,255.0000,59.7263,10127,1.0000
111,128,128,0,5569.5776,164.7495,0.0000,255.0000,61.7209,11361,1.0000
112,128,128,0,739.3235,134.3365,0.0000,238.0000,42.6981,8085,1.0000
113,128,128,0,608.8862,126.0191,11.0000,255.0000,46.1036,5567,0.9173
114,128,128,0,4007.6848,73.4987,0.0000,255.0000,86.1943,7983,1.0000
115,128,128,0,5561.0537,69.7341,0.0000,255.0000,63.2583,11560,1.0000
116,128,128,0,2032.9559,119.0702,0.0000,255.0000,51.6788,7971,1.0000
117,128,128,0,2053.8704,96.8689,0.0000,255.0000,37.5026,8583,1.0000
118,128,128,0,1917.6763,184.5710,0.0000,255.0000,60.4356,7407,1.0000
119,128,128,0,712.4315,191.4851,0.0000,255.0000,72.8844,7698,1.0000
120,128,128,0,4634.4111,95.2536,0.0000,255.0000,44.1538,10103,1.0000
121,128,128,0,1435.6295,73.5705,0.0000,255.0000,45.2438,10475,1.0000
122,128,128,0,2123.9697,96.0194,0.0000,255.0000,52.1745,8394,1.0000
123,128,128,0,508.2213,106.9439,0.0000,232.0000,43.0360,8009,1.0000
124,128,128,0,4464.2832,45.4047,0.0000,255.0000,73.0802,7401,1.0000
125,128,128,0,2255.0771,126.1182,0.0000,255.0000,70.9648,8324,1.0000
126,128,128,0,853.3794,120.6116,0.0000,255.0000,52.1076,5855,1.0000
127,128,128,0,527.8080,71.6025,0.0000,218.0000,54.8364,5737,1.0000
128,128,128,0,2782.4729,150.3900,0.0000,255.0000,65.3513,12345,1.0000
129,128,128,0,728.8889,107.5344,0.0000,255.0000,50.3006,6471,1.0000
130,128,128,0,728.8889,107.5344,0.0000,255.0000,50.3006,6471,1.0000
131,128,128,0,2172.5974,113.1854,0.0000,255.0000,84.3798,7043,1.0000
132,128,128,0,668.3498,193.1814,0.0000,255.0000,49.1405,4327,1.0000
133,128,128,0,1910.0591,132.3020,0.0000,255.0000,56.1330,8314,1.0000
134,128,128,0,1471.1818,101.0434,0.0000,255.0000,56.3974,6449,1.0000
135,128,128,0,1842.1389,96.6952,0.0000,255.0000,56.6635,6832,1.0000
136,128,128,0,2280.1562,141.4635,0.0000,255.0000,61.0094,11837,1.0000
137,128,128,0,1878.1511,81.1492,0.0000,255.0000,49.5724,10937,1.0000
138,128,128,0,2152.4543,108.5555,0.0000,255.0000,43.3676,11753,1.0000
139,128,128,0,1442.2994,107.1850,0.0000,255.0000,55.8675,7118,1.0000
140,128,128,0,714.0329,94.1303,0.0000,255.0000,68.4691,4981,1.0000
141,128,128,0,3882.1150,119.5225,0.0000,255.0000,53.7576,14029,1.0000
142,128,128,0,1040.0898,100.2137,0.0000,255.0000,49.0243,6569,1.0000
143,128,128,0,635.1595,159.2007,0.0000,246.0000,55.4279,4591,1.0000
144,128,128,0,1258.0370,106.2907,0.0000,255.0000,47.3517,7534,1.0000
145,128,128,0,2290.4451,148.1502,0.0000,255.0000,50.0995,7843,1.0000
146,128,128,0,543.2556,123.6572,0.0000,206.0000,51.2596,4319,1.0000
147,128,128,0,577.1530,130.1101,0.0000,239.0000,25.7381,6892,1.0000
148,128,128,0,1324.6019,133.5365,0.0000,255.0000,55.9555,7142,1.0000
149,128,128,0,247.9819,97.8629,0.0000,221.0000,31.2909,7420,1.0000
150,128,128,0,1154.9535,138.8169,0.0000,236.0000,49.6279,10152,1.0000
151,128,128,0,2121.9387,89.2481,0.0000,255.0000,50.5521,8918,1.0000
152,128,128,0,1069.3458,112.5735,0.0000,255.0000,47.3708,5396,1.0000
153,128,128,0,1286.7020,98.8465,0.0000,255.0000,38.3448,7100,1.0000
154,128,128,0,1454.6642,88.5402,0.0000,211.0000,56.3440,8417,1.0000
155,128,128,0,1770.1951,132.8782,0.0000,255.0000,60.2837,7859,1.0000
156,128,128,0,3759.1211,105.1350,0.0000,255.0000,74.5263,8384,1.0000
157,128,128,0,793.5099,72.5140,0.0000,255.0000,44.4893,7349,1.0000
158,128,128,0,4757.1655,103.9723,0.0000,255.0000,64.6639,12754,1.0000
159,128,128,0,300.8777,103.2754,0.0000,212.0000,45.5871,3951,1.0000
160,128,128,0,225.0715,84.3730,0.0000,229.0000,48.6620,4010,1.0000
161,128,128,0,1463.5690,69.7121,0.0000,255.0000,36.9561,7683,1.0000
162,128,128,0,1855.8549,122.0344,0.0000,255.0000,32.3073,8798,1.0000
163,128,128,0,663.3583,128.7767,0.0000,255.0000,47.2652,6256,1.0000
164,128,128,0,799.2714,85.6130,0.0000,248.0000,37.1368,7775,1.0000
165,128,128,0,468.4773,147.2757,38.0000,254.0000,21.9001,6245,0.7397
166,128,128,0,7691.6328,81.2063,0.0000,255.0000,63.8745,10640,1.0000
167,128,128,0,1607.2661,102.9246,0.0000,255.0000,79.8938,6283,1.0000
168,128,128,0,3544.5176,82.1996,0.0000,255.0000,69.5997,7800,1.0000
169,128,128,0,717.3270,62.7574,0.0000,255.0000,36.0927,6228,1.0000
170,128,128,0,1803.9584,118.1050,0.0000,255.0000,56.5055,7216,1.0000
171,128,128,0,516.5210,116.2901,4.0000,254.0000,40.6081,4614,0.9690
172,128,128,0,979.8809,94.7407,0.0000,255.0000,41.4439,9659,1.0000
173,128,128,0,2490.4580,50.2386,0.0000,255.0000,46.3209,7710,1.0000
174,128,128,0,1571.4847,120.8723,0.0000,192.0000,51.6415,7779,1.0000
175,128,128,0,2729.5168,77.1058,0.0000,255.0000,42.9516,8433,1.0000
176,128,128,0,8367.0762,87.9551,0.0000,255.0000,90.1277,10431,1.0000
177,128,128,0,1437.4658,136.0211,0.0000,255.0000,76.1496,9612,1.0000
178,128,128,0,2963.2520,131.7411,0.0000,255.0000,57.6672,11896,1.0000
179,128,128,0,693.7975,113.7649,0.0000,255.0000,78.9549,5361,1.0000
180,128,128,0,4226.4399,81.5308,0.0000,255.0000,63.4377,9313,1.0000
181,128,128,0,3359.2439,128.6804,0.0000,255.0000,91.8986,7116,1.0000
182,128,128,0,3538.0806,56.5325,0.0000,255.0000,70.9896,6353,1.0000
183,128,128,0,625.9253,92.3727,2.0000,255.0000,51.8913,6199,0.9844
184,128,128,0,6882.4067,80.0354,0.0000,255.0000,86.7927,8278,1.0000
185,128,128,0,1525.3657,97.2433,0.0000,255.0000,54.7227,10044,1.0000
186,128,128,0,1456.9978,114.2041,0.0000,255.0000,49.9440,7646,1.0000
187,128,128,0,1758.0803,122.6965,0.0000,255.0000,49.1837,10176,1.0000
188,128,128,0,2385.6267,59.8361,0.0000,255.0000,72.5876,9926,1.0000
189,128,128,0,1169.4385,100.1787,0.0000,255.0000,39.1818,9973,1.0000
190,128,128,0,1191.5531,180.9821,0.0000,255.0000,39.8913,9703,1.0000
191,128,128,0,4124.0518,103.4924,0.0000,255.0000,67.2240,11955,1.0000
192,128,128,0,714.1780,105.1532,0.0000,255.0000,42.8411,5131,1.0000
193,128,128,0,617.3102,85.3598,0.0000,255.0000,87.4832,4538,1.0000
194,128,128,0,1641.8276,123.5167,0.0000,255.0000,62.7590,7894,1.0000
195,128,128,0,1032.5143,79.7250,0.0000,255.0000,43.1036,7026,1.0000
196,128,128,0,1142.4303,68.7428,0.0000,255.0000,43.6328,7283,1.0000
197,128,128,0,1641.0542,99.4821,0.0000,252.0000,56.8178,9170,1.0000
198,128,128,0,2864.5879,95.3261,0.0000,255.0000,53.7197,7413,1.0000
199,128,128,0,2363.6353,121.0347,0.0000,255.0000,50.2408,7899,1.0000
200,128,128,0,3165.9214,103.0046,0.0000,255.0000,75.3048,12754,1.0000
201,128,128,0,1247.6249,157.7784,0.0000,255.0000,93.3916,8997,1.0000
202,128,128,0,958.3043,134.6067,0.0000,233.0000,62.6914,4641,1.0000
203,128,128,0,1856.1993,103.2704,0.0000,255.0000,59.1786,10538,1.0000
204,128,128,0,1776.2494,129.1751,0.0000,255.0000,40.6945,10832,1.0000
205,128,128,0,1441.8713,83.6411,0.0000,255.0000,49.8459,10270,1.0000
206,128,128,0,1736.6757,127.8955,0.0000,255.0000,40.5028,10804,1.0000
207,128,128,0,1388.6862,89.3588,0.0000,255.0000,48.9272,10206,1.0000
208,128,128,0,1829.5592,98.3875,0.0000,255.0000,46.7728,10765,1.0000
209,128,128,0,3392.4348,36.3786,0.0000,255.0000,60.0424,6129,1.0000
210,128,128,0,1893.3477,46.4160,0.0000,255.0000,67.3668,5106,1.0000
211,128,128,0,1494.4192,117.5966,0.0000,255.0000,58.3169,8150,1.0000
212,128,128,0,1481.8320,90.8440,0.0000,255.0000,65.0495,6953,1.0000
213,128,128,0,658.6952,105.3128,0.0000,255.0000,54.3306,4468,1.0000
214,128,128,0,2786.8450,78.2669,0.0000,255.0000,60.4211,8323,1.0000
215,128,128,0,3247.9631,46.8119,0.0000,255.0000,70.2752,6569,1.0000
216,128,128,0,4196.5327,43.5952,0.0000,255.0000,67.9826,5940,1.0000
217,128,128,0,1806.5286,132.4391,0.0000,255.0000,58.2170,7729,1.0000
218,128,128,0,1290.4470,67.2610,0.0000,255.0000,46.0212,10271,1.0000
219,128,128,0,1239.5841,90.8865,0.0000,255.0000,58.0629,10290,1.0000
220,128,128,0,6060.2827,56.8041,0.0000,255.0000,64.1177,10262,1.0000
221,128,128,0,4691.3579,47.9393,0.0000,255.0000,60.7942,8713,1.0000
222,128,128,0,2969.5938,44.6348,0.0000,255.0000,58.9707,7834,1.0000
223,128,128,0,723.0767,75.2113,0.0000,255.0000,65.6166,4982,1.0000
224,128,128,0,1451.3623,100.8350,0.0000,255.0000,54.6743,5877,1.0000
225,128,128,0,2594.0317,161.1268,0.0000,255.0000,55.1871,11420,1.0000
226,128,128,0,1723.1809,121.7024,0.0000,255.0000,42.7690,9225,1.0000
227,128,128,0,2364.7886,104.7669,0.0000,255.0000,48.8591,9063,1.0000
228,128,128,0,1232.6793,108.5398,0.0000,255.0000,42.5609,7930,1.0000
229,128,128,0,474.1070,153.1098,3.0000,241.0000,66.7803,4162,0.9754
230,128,128,0,368.7659,139.0262,0.0000,232.0000,71.2682,3581,1.0000
231,128,128,0,1567.9442,100.9719,0.0000,255.0000,71.7925,8507,1.0000
232,128,128,0,6060.2827,56.8041,0.0000,255.0000,64.1177,10262,1.0000
233,128,128,0,4858.5688,47.2212,0.0000,255.0000,60.8100,8824,1.0000
234,128,128,0,5167.4990,53.7628,0.0000,255.0000,60.1626,9784,1.0000
235,128,128,0,1753.3203,125.8262,0.0000,255.0000,53.5985,8016,1.0000
236,128,128,0,5168.0220,70.4124,0.0000,255.0000,76.6832,12609,1.0000
237,128,128,0,3062.9353,87.4815,0.0000,255.0000,50.2586,18133,1.0000
238,128,128,0,2309.3906,65.4148,0.0000,255.0000,36.8751,16777,1.0000
239,128,128,0,1486.3365,131.0818,0.0000,255.0000,55.3661,7430,1.0000
240,128,128,0,2211.2004,87.7397,0.0000,255.0000,59.6241,8016,1.0000
241,128,128,0,2046.0410,88.4830,0.0000,255.0000,60.3852,7489,1.0000
242,128,128,0,6225.3135,89.3361,0.0000,255.0000,78.0832,11071,1.0000
243,128,128,0,1132.6233,55.2385,0.0000,255.0000,56.5166,4641,1.0000
244,128,128,0,5253.8159,69.2830,0.0000,255.0000,68.4108,10326,1.0000
245,128,128,0,3427.6584,98.0189,0.0000,255.0000,68.7815,9870,1.0000
246,128,128,0,590.5101,125.6564,0.0000,255.0000,55.0764,7545,1.0000
247,128,128,0,1030.7957,94.5982,0.0000,255.0000,47.8952,6583,1.0000
248,128,128,0,681.8881,116.0030,0.0000,255.0000,69.6699,8371,1.0000
249,128,128,0,7121.4907,60.5322,0.0000,255.0000,70.8251,11020,1.0000
250,128,128,0,2600.0217,109.8159,0.0000,255.0000,45.7496,7126,1.0000
251,128,128,0,2572.3704,119.4105,0.0000,255.0000,66.2053,9385,1.0000
252,128,128,0,4067.5640,72.4361,0.0000,255.0000,79.9561,9905,1.0000
253,128,128,0,7755.9141,72.3980,0.0000,255.0000,71.7946,11802,1.0000
254,128,128,0,7162.1758,60.8258,0.0000,255.0000,70.7112,11122,1.0000
255,128,128,0,6159.1357,67.7084,0.0000,255.0000,65.8368,11727,1.0000
256,128,128,0,1815.4059,114.5537,0.0000,255.0000,60.2162,7934,1.0000
257,128,128,0,4499.6152,73.1713,0.0000,255.0000,61.1109,12999,1.0000
258,128,128,0,1169.1890,79.8096,0.0000,247.0000,52.7548,6683,1.0000
259,128,128,0,1853.1095,99.8194,0.0000,255.0000,47.3346,8294,1.0000
260,128,128,0,2267.1226,100.0288,0.0000,255.0000,43.7943,8963,1.0000
261,128,128,0,521.1125,87.4222,0.0000,199.0000,34.4338,5308,1.0000
262,128,128,0,719.8222,101.7584,0.0000,182.0000,36.2749,5983,1.0000
263,128,128,0,5002.6885,73.9003,0.0000,255.0000,56.6086,12004,1.0000
264,128,128,0,2569.8665,88.2798,0.0000,255.0000,56.0472,8135,1.0000
265,128,128,0,2178.2166,109.1287,0.0000,255.0000,46.8850,8412,1.0000
266,128,128,0,1327.9181,131.3995,0.0000,253.0000,45.1109,8425,1.0000
267,128,128,0,1253.7683,107.8224,0.0000,255.0000,67.7910,6799,1.0000
268,128,128,0,798.0756,101.3766,0.0000,255.0000,75.3976,6135,1.0000
269,128,128,0,1894.5153,113.2862,0.0000,255.0000,53.0708,7971,1.0000
270,128,128,0,7421.5962,109.2938,0.0000,255.0000,77.5380,11498,1.0000
271,128,128,0,5518.8296,68.5791,0.0000,255.0000,64.2982,13254,1.0000
272,128,128,0,2281.3623,110.5367,0.0000,255.0000,51.5168,8395,1.0000
273,128,128,0,4696.8228,88.0121,0.0000,255.0000,89.6727,8497,1.0000
274,128,128,0,3717.4485,64.3385,0.0000,255.0000,80.9426,7666,1.0000
275,128,128,0,5233.5049,72.1512,0.0000,255.0000,71.0841,13347,1.0000
276,128,128,0,5479.7964,69.6561,0.0000,255.0000,75.4219,10076,1.0000
277,128,128,0,7627.9043,82.3844,0.0000,255.0000,64.4290,11129,1.0000
278,128,128,0,728.1252,175.3043,0.0000,234.0000,31.4146,3774,1.0000
279,128,128,0,1807.2902,147.8075,0.0000,255.0000,66.0975,10606,1.0000
280,128,128,0,409.6381,89.0163,0.0000,255.0000,31.6503,4216,1.0000
281,128,128,0,639.9493,130.3926,0.0000,255.0000,74.2166,6101,1.0000
282,128,128,0,1168.5067,98.2228,0.0000,242.0000,41.9490,9672,1.0000
283,128,128,0,5399.1699,85.2124,0.0000,255.0000,84.2743,13846,1.0000
284,128,128,0,1704.5259,105.6475,0.0000,255.0000,49.0614,10330,1.0000
285,128,128,0,2326.3364,103.9395,0.0000,255.0000,78.7117,7468,1.0000
286,128,128,0,1710.7256,108.6171,0.0000,255.0000,46.2239,6597,1.0000
287,128,128,0,2368.9355,145.7890,0.0000,255.0000,77.8008,7836,1.0000
288,128,128,0,173.0332,118.6761,0.0000,199.0000,57.5023,3051,1.0000
289,128,128,0,612.8573,123.1841,0.0000,247.0000,30.8934,12785,1.0000
290,128,128,0,610.9756,91.9344,0.0000,255.0000,48.4337,6355,1.0000
291,128,128,0,1926.2716,118.2614,0.0000,255.0000,93.6379,7500,1.0000
292,128,128,0,2030.9705,143.1414,0.0000,255.0000,77.3068,11112,1.0000
293,128,128,0,4351.8286,98.1581,0.0000,255.0000,54.1402,10662,1.0000
294,128,128,0,4128.8579,92.3203,0.0000,255.0000,68.9101,9964,1.0000
295,128,128,0,4568.1323,83.3839,0.0000,255.0000,72.7809,9732,1.0000
296,128,128,0,4840.3105,80.5931,0.0000,255.0000,70.3616,10055,1.0000
297,128,128,0,359.6052,139.8165,11.0000,220.0000,53.3378,3815,0.9048
298,128,128,0,1882.1067,190.6008,0.0000,255.0000,82.5021,9255,1.0000
299,128,128,0,860.6542,163.4045,0.0000,255.0000,72.0340,4663,1.0000
300,128,128,0,2341.5945,141.5065,0.0000,255.0000,69.3852,7290,1.0000
301,128,128,0,858.0026,133.5298,1.0000,255.0000,45.1623,6208,0.9922
302,128,128,0,1069.8298,136.5890,0.0000,255.0000,65.5414,6768,1.0000
303,128,128,0,1517.8788,191.0903,0.0000,255.0000,56.6472,6591,1.0000
304,128,128,0,1408.1294,155.9298,0.0000,255.0000,45.1367,7193,1.0000
305,128,128,0,1355.0298,118.1175,0.0000,255.0000,43.3588,8014,1.0000
306,128,128,0,1797.3453,112.1088,0.0000,255.0000,57.3684,8019,1.0000
307,128,128,0,6155.5381,97.4447,0.0000,255.0000,72.3124,14324,1.0000
308,128,128,0,1454.2306,152.6937,0.0000,249.0000,43.1665,10036,1.0000
309,128,128,0,3740.5798,152.7719,0.0000,255.0000,53.6855,11779,1.0000
310,128,128,0,1362.8596,47.0665,0.0000,255.0000,53.5709,6954,1.0000
311,128,128,0,7323.5449,63.1404,0.0000,255.0000,61.3187,15492,1.0000
312,128,128,0,1738.1924,134.4869,0.0000,255.0000,58.9467,10867,1.0000
313,128,128,0,1897.2751,81.6110,0.0000,255.0000,53.3111,9166,1.0000
314,128,128,0,891.8579,103.9220,0.0000,255.0000,43.5914,7751,1.0000
315,128,128,0,3538.0806,56.5325,0.0000,255.0000,70.9896,6353,1.0000
316,128,128,0,3613.4485,86.2090,0.0000,255.0000,69.4699,8977,1.0000
317,128,128,0,5551.5913,75.9024,0.0000,255.0000,71.5502,9652,1.0000
318,128,128,0,5963.4849,66.9491,0.0000,255.0000,82.9649,8537,1.0000
319,128,128,0,6162.0195,66.2022,0.0000,255.0000,70.1557,11476,1.0000
320,128,128,0,3886.8193,65.5658,0.0000,255.0000,65.4089,9091,1.0000
321,128,128,0,3880.9514,63.7744,0.0000,255.0000,63.9724,8921,1.0000
322,128,128,0,3927.5825,74.4307,0.0000,255.0000,74.3951,9476,1.0000
323,128,128,0,3968.4719,66.9010,0.0000,255.0000,72.3945,8842,1.0000
324,128,128,0,2553.8296,41.8554,0.0000,255.0000,64.4622,5841,1.0000
325,128,128,0,2361.3792,35.2886,0.0000,255.0000,52.1042,8009,1.0000
326,128,128,0,2090.2151,43.0444,0.0000,255.0000,62.6226,6716,1.0000
327,128,128,0,2140.8967,80.7484,0.0000,255.0000,83.1760,7742,1.0000
328,128,128,0,4177.4966,68.1103,0.0000,255.0000,69.9951,9642,1.0000
329,128,128,0,3434.1462,62.6760,0.0000,255.0000,68.0939,8839,1.0000
330,128,128,0,4131.3101,57.2958,0.0000,255.0000,68.5252,8619,1.0000
331,128,128,0,3445.7502,51.2637,0.0000,255.0000,52.7904,9863,1.0000
332,128,128,0,6951.3433,63.3683,0.0000,255.0000,67.4698,11215,1.0000
333,128,128,0,7806.1958,62.7075,0.0000,255.0000,71.1115,11542,1.0000
