from,to,distance
images/images/food and d rinks/AthOQ8ZbRfFdLgh6xo4J.jpg,images/images/travel and  adventure/Places365_val_00010114.jpg,0.706798
images/images/art and culture/750 (3).jpg,images/images/art and culture/259 (4).jpg,0.706789
images/images/art and culture/i - 1051.jpeg,images/images/art and culture/i - 832.jpeg,0.706789
images/images/travel and  adventure/Places365_val_00007812.jpg,images/images/art and culture/i - 1136.jpeg,0.706776
images/images/travel and  adventure/Places365_val_00010836.jpg,images/images/travel and  adventure/Places365_val_00011619.jpg,0.706775
images/images/travel and  adventure/Places365_val_00009332.jpg,images/images/travel and  adventure/Places365_val_00011453.jpg,0.706766
images/images/travel and  adventure/Places365_val_00010395.jpg,images/images/travel and  adventure/Places365_val_00011607.jpg,0.706764
images/images/travel and  adventure/Places365_val_00007682.jpg,images/images/travel and  adventure/Places365_val_00011060.jpg,0.706762
images/images/art and culture/i - 1221.jpeg,images/images/art and culture/i - 1102 20.26.47.jpeg,0.706759
images/images/food and d rinks/IeVB8AKbAMV6Hbn3pkGk.jpg,images/images/food and d rinks/7W70E1B0G2z0sAKYKfOt.jpg,0.706758
images/images/travel and  adventure/Places365_val_00011460.jpg,images/images/travel and  adventure/Places365_val_00008675.jpg,0.706755
images/images/art and culture/419 (2).jpg,images/images/art and culture/421 (4).jpg,0.706709
images/images/travel and  adventure/Places365_val_00012337.jpg,images/images/travel and  adventure/Places365_val_00012832.jpg,0.706662
images/images/art and culture/1.jpg,images/images/art and culture/1684_mainfoto_05.jpg,0.706649
images/images/food and d rinks/TJlwlYePTwlbYED8oDf2.jpg,images/images/food and d rinks/lKhKBoRf8KZQtqcq2zEg.jpg,0.706621
images/images/travel and  adventure/Places365_val_00007664.jpg,images/images/travel and  adventure/Places365_val_00010383.jpg,0.706616
images/images/food and d rinks/MueJ7N5oiOw1TaPEgtDy.jpg,images/images/food and d rinks/403 (3).jpg,0.706610
images/images/travel and  adventure/Places365_val_00012743.jpg,images/images/art and culture/i - 1217.jpeg,0.706606
images/images/travel and  adventure/Places365_val_00014141.jpg,images/images/art and culture/1602.jpg,0.706604
images/images/art and culture/475.jpg,images/images/art and culture/491 (6).jpg,0.706604
images/images/travel and  adventure/Places365_val_00013705.jpg,images/images/travel and  adventure/Places365_val_00010607.jpg,0.706589
images/images/travel and  adventure/Places365_val_00010667.jpg,images/images/travel and  adventure/Places365_val_00006967.jpg,0.706588
images/images/travel and  adventure/Places365_val_00009022.jpg,images/images/travel and  adventure/Places365_val_00013907.jpg,0.706580
images/images/travel and  adventure/Places365_val_00012589.jpg,images/images/travel and  adventure/Places365_val_00008439.jpg,0.706570
images/images/travel and  adventure/Places365_val_00014375.jpg,images/images/art and culture/155 (4).jpg,0.706548
images/images/art and culture/649 (2).jpg,images/images/travel and  adventure/Places365_val_00011269.jpg,0.706506
images/images/art and culture/i - 1239.jpeg,images/images/art and culture/i - 1510.jpeg,0.706498
images/images/art and culture/565 (2).jpg,images/images/art and culture/i - 864.jpeg,0.706497
images/images/food and d rinks/glM63usrJyC1XcFLiTis.jpg,images/images/food and d rinks/iw2uPTuEh3qQusi5ywqe.jpg,0.706487
images/images/travel and  adventure/Places365_val_00013538.jpg,images/images/art and culture/2056.jpg,0.706482
images/images/art and culture/660 (2).jpg,images/images/art and culture/725 (5).jpg,0.706481
images/images/travel and  adventure/Places365_val_00011568.jpg,images/images/travel and  adventure/Places365_val_00013062.jpg,0.706470
images/images/travel and  adventure/Places365_val_00012717.jpg,images/images/travel and  adventure/Places365_val_00012693.jpg,0.706457
images/images/travel and  adventure/Places365_val_00012693.jpg,images/images/travel and  adventure/Places365_val_00012717.jpg,0.706457
images/images/food and d rinks/hC4qsrjNpvUpjO1U3ZYR.jpeg,images/images/food and d rinks/xNe2KRYFQnqHFI6Vlsfe.jpg,0.706454
images/images/art and culture/i - 962.jpeg,images/images/art and culture/i - 955.jpeg,0.706439
images/images/art and culture/390 (5).jpg,images/images/art and culture/517 (6).jpg,0.706430
images/images/travel and  adventure/Places365_val_00007984.jpg,images/images/travel and  adventure/Places365_val_00014442.jpg,0.706419
images/images/art and culture/i - 1232.jpeg,images/images/art and culture/271 (2).jpg,0.706396
images/images/travel and  adventure/Places365_val_00006275.jpg,images/images/travel and  adventure/Places365_val_00011745.jpg,0.706396
images/images/travel and  adventure/Places365_val_00012384.jpg,images/images/travel and  adventure/Places365_val_00010834.jpg,0.706392
images/images/travel and  adventure/Places365_val_00009309.jpg,images/images/travel and  adventure/Places365_val_00014345.jpg,0.706391
images/images/travel and  adventure/Places365_val_00005885.jpg,images/images/travel and  adventure/Places365_val_00008011.jpg,0.706390
images/images/travel and  adventure/Places365_val_00012083.jpg,images/images/travel and  adventure/Places365_val_00011532.jpg,0.706387
images/images/art and culture/i - 1134.jpeg,images/images/art and culture/i - 1476.jpeg,0.706365
images/images/travel and  adventure/Places365_val_00007157.jpg,images/images/travel and  adventure/Places365_val_00006809.jpg,0.706363
images/images/travel and  adventure/Places365_val_00008580.jpg,images/images/travel and  adventure/Places365_val_00011933.jpg,0.706356
images/images/art and culture/1460.jpg,images/images/travel and  adventure/Places365_val_00012802.jpg,0.706355
images/images/travel and  adventure/Places365_val_00012802.jpg,images/images/art and culture/1460.jpg,0.706355
images/images/travel and  adventure/Places365_val_00010488.jpg,images/images/travel and  adventure/Places365_val_00006025.jpg,0.706342
images/images/food and d rinks/rufLV08CAtURzPLfPruV.png,images/images/food and d rinks/AthOQ8ZbRfFdLgh6xo4J.jpg,0.706338
images/images/travel and  adventure/Places365_val_00006844.jpg,images/images/travel and  adventure/Places365_val_00011818.jpg,0.706330
images/images/travel and  adventure/Places365_val_00008419.jpg,images/images/art and culture/1383.jpg,0.706327
images/images/food and d rinks/GnaBqcCIM02qKkfQeHcR.jpg,images/images/food and d rinks/J6b6FdNkZMNNSNy8Vb3R.jpg,0.706316
images/images/travel and  adventure/Places365_val_00012017.jpg,images/images/travel and  adventure/Places365_val_00010068.jpg,0.706313
images/images/travel and  adventure/Places365_val_00012234.jpg,images/images/art and culture/712 (2).jpg,0.706298
images/images/travel and  adventure/Places365_val_00010341.jpg,images/images/travel and  adventure/Places365_val_00008674.jpg,0.706295
images/images/art and culture/214 (2).jpg,images/images/art and culture/463 (5).jpg,0.706293
images/images/art and culture/531 (6).jpg,images/images/art and culture/735 (6).jpg,0.706284
images/images/food and d rinks/gbmiPHD3ZHGdZQXmWKSX.jpg,images/images/food and d rinks/jPpWqd5eQ8PBKHJSzfkQ.jpg,0.706280
images/images/architecure/4363490008_ff8483f815.jpg,images/images/architecure/20310362658_62f6173cff_n.jpg,0.706261
images/images/art and culture/301 (2).jpg,images/images/art and culture/468 (2).jpg,0.706221
images/images/art and culture/603.jpg,images/images/art and culture/330 (4).jpg,0.706215
images/images/travel and  adventure/Places365_val_00012436.jpg,images/images/travel and  adventure/Places365_val_00012128.jpg,0.706169
images/images/food and d rinks/EoiWBiUJenAkjmhNiBAy.jpeg,images/images/travel and  adventure/Places365_val_00007074.jpg,0.706168
images/images/travel and  adventure/Places365_val_00007241.jpg,images/images/travel and  adventure/Places365_val_00012390.jpg,0.706145
images/images/food and d rinks/D0Y3NJctvVAiAgw5W8fa.jpeg,images/images/art and culture/i - 1333.jpeg,0.706134
images/images/travel and  adventure/Places365_val_00012356.jpg,images/images/travel and  adventure/Places365_val_00012451.jpg,0.706120
images/images/food and d rinks/E6UXq65myMcTmgZFypLo.jpg,images/images/food and d rinks/wJ5ONk26GPKMszesDnNg.jpg,0.706118
images/images/travel and  adventure/Places365_val_00012957.jpg,images/images/travel and  adventure/Places365_val_00014374.jpg,0.706102
images/images/travel and  adventure/Places365_val_00005791.jpg,images/images/travel and  adventure/Places365_val_00006631.jpg,0.706093
images/images/travel and  adventure/Places365_val_00011939.jpg,images/images/travel and  adventure/Places365_val_00007211.jpg,0.706066
images/images/art and culture/0987.jpg,images/images/travel and  adventure/Places365_val_00014447.jpg,0.706057
images/images/art and culture/i - 1380.jpeg,images/images/art and culture/3596_mainfoto_05.jpg,0.706056
images/images/art and culture/i - 848.jpeg,images/images/art and culture/540 (7).jpg,0.706052
images/images/food and d rinks/7BGuP7AAkQTteLCLWVA5.jpg,images/images/food and d rinks/87.jpg,0.706046
images/images/food and d rinks/ZTALPgVZNiqZuaItsd5x.jpg,images/images/food and d rinks/87.jpg,0.706046
images/images/art and culture/i - 951.jpeg,images/images/art and culture/i - 1054.jpeg,0.706044
images/images/food and d rinks/1eApHbn5sSQBzoPJVYK4.jpg,images/images/art and culture/521 (3).jpg,0.706040
images/images/travel and  adventure/Places365_val_00008633.jpg,images/images/travel and  adventure/Places365_val_00011503.jpg,0.706035
images/images/travel and  adventure/Places365_val_00006987.jpg,images/images/travel and  adventure/Places365_val_00013073.jpg,0.706019
images/images/art and culture/613 (2).jpg,images/images/art and culture/3457_mainfoto_05.jpg,0.706014
images/images/art and culture/i - 805.jpeg,images/images/travel and  adventure/Places365_val_00005902.jpg,0.706000
images/images/travel and  adventure/Places365_val_00008690.jpg,images/images/art and culture/0802.jpg,0.706000
images/images/travel and  adventure/Places365_val_00008445.jpg,images/images/travel and  adventure/Places365_val_00013814.jpg,0.705958
images/images/art and culture/301 (2).jpg,images/images/art and culture/313 (2).jpg,0.705904
images/images/travel and  adventure/Places365_val_00013914.jpg,images/images/travel and  adventure/Places365_val_00014499.jpg,0.705897
images/images/travel and  adventure/Places365_val_00013224.jpg,images/images/travel and  adventure/Places365_val_00011622.jpg,0.705885
images/images/art and culture/i - 771.jpeg,images/images/art and culture/i - 940.jpeg,0.705869
images/images/travel and  adventure/Places365_val_00007979.jpg,images/images/travel and  adventure/Places365_val_00011119.jpg,0.705861
images/images/travel and  adventure/Places365_val_00008902.jpg,images/images/art and culture/588 (7).jpg,0.705858
images/images/travel and  adventure/Places365_val_00007568.jpg,images/images/travel and  adventure/Places365_val_00006267.jpg,0.705855
images/images/travel and  adventure/Places365_val_00011946.jpg,images/images/travel and  adventure/Places365_val_00005768.jpg,0.705845
images/images/travel and  adventure/Places365_val_00005916.jpg,images/images/food and d rinks/SEdC7Dv8NNuCbpzZx5E3.jpg,0.705838
images/images/art and culture/662 (2).jpg,images/images/art and culture/370 (9).jpg,0.705830
images/images/travel and  adventure/Places365_val_00009032.jpg,images/images/travel and  adventure/Places365_val_00009812.jpg,0.705828
images/images/art and culture/507 (4).jpg,images/images/art and culture/1787.jpg,0.705821
images/images/travel and  adventure/Places365_val_00013538.jpg,images/images/travel and  adventure/Places365_val_00007597.jpg,0.705819
images/images/art and culture/i - 773.jpeg,images/images/art and culture/i - 1182.jpeg,0.705806
images/images/travel and  adventure/Places365_val_00010578.jpg,images/images/travel and  adventure/Places365_val_00006881.jpg,0.705794
images/images/travel and  adventure/Places365_val_00013036.jpg,images/images/travel and  adventure/Places365_val_00014376.jpg,0.705776
images/images/food and d rinks/lPVPcnOAIi3cLAt5lx0d.png,images/images/food and d rinks/221 (2).jpg,0.705768
images/images/travel and  adventure/Places365_val_00010075.jpg,images/images/travel and  adventure/Places365_val_00011389.jpg,0.705761
images/images/travel and  adventure/Places365_val_00010803.jpg,images/images/food and d rinks/185.jpg,0.705760
images/images/art and culture/429.jpg,images/images/architecure/11786241235_daa96120a6_m.jpg,0.705754
images/images/art and culture/406 (4).jpg,images/images/art and culture/678 (5).jpg,0.705742
images/images/travel and  adventure/Places365_val_00013820.jpg,images/images/travel and  adventure/Places365_val_00008703.jpg,0.705724
images/images/art and culture/742 (4).jpg,images/images/art and culture/609 (9).jpg,0.705716
images/images/travel and  adventure/Places365_val_00011313.jpg,images/images/art and culture/390 (4).jpg,0.705715
images/images/travel and  adventure/Places365_val_00012859.jpg,images/images/travel and  adventure/Places365_val_00011071.jpg,0.705706
images/images/art and culture/i - 1492.jpeg,images/images/art and culture/3332_mainfoto_05.jpg,0.705700
images/images/travel and  adventure/Places365_val_00013184.jpg,images/images/travel and  adventure/Places365_val_00008938.jpg,0.705672
images/images/travel and  adventure/Places365_val_00008938.jpg,images/images/travel and  adventure/Places365_val_00013184.jpg,0.705672
images/images/art and culture/i - 1257.jpeg,images/images/art and culture/i - 1244.jpeg,0.705659
images/images/travel and  adventure/Places365_val_00009498.jpg,images/images/art and culture/70.png,0.705636
images/images/food and d rinks/28hoQOzMcktqx0Ywg41x.jpg,images/images/food and d rinks/Vv63KRa4fhRLazIFFZIP.jpg,0.705628
images/images/art and culture/51 (5).jpg,images/images/art and culture/357 (5).jpg,0.705626
images/images/travel and  adventure/Places365_val_00009652.jpg,images/images/travel and  adventure/Places365_val_00012438.jpg,0.705609
images/images/art and culture/568 (6).jpg,images/images/art and culture/283 (5).jpg,0.705594
images/images/art and culture/633 (6).jpg,images/images/art and culture/517 (6).jpg,0.705586
images/images/travel and  adventure/Places365_val_00006107.jpg,images/images/travel and  adventure/Places365_val_00010907.jpg,0.705582
images/images/art and culture/i - 938.jpeg,images/images/art and culture/21 (10).jpg,0.705572
images/images/art and culture/21 (10).jpg,images/images/art and culture/i - 938.jpeg,0.705572
