component_id,mean,sum,count,min,max
30477,1.829698,2.000000,0.914849,0.914849,0.914849
28967,1.788844,2.000000,0.894422,0.894422,0.894422
28368,1.778777,2.000000,0.889388,0.889388,0.889388
28137,1.760033,2.000000,0.880017,0.880017,0.880017
28123,1.767063,2.000000,0.883531,0.883531,0.883531
27899,1.768925,2.000000,0.884463,0.884463,0.884463
27751,1.802462,2.000000,0.901231,0.901231,0.901231
27507,5.330284,6.000000,0.888381,0.880725,0.903001
27217,1.810847,2.000000,0.905424,0.905424,0.905424
26475,5.348174,6.000000,0.891362,0.884050,0.896799
26464,1.823134,2.000000,0.911567,0.911567,0.911567
26319,3.534697,4.000000,0.883674,0.880802,0.886546
25827,1.768980,2.000000,0.884490,0.884490,0.884490
25548,1.776386,2.000000,0.888193,0.888193,0.888193
24788,1.791598,2.000000,0.895799,0.895799,0.895799
24768,1.842098,2.000000,0.921049,0.921049,0.921049
24747,1.768330,2.000000,0.884165,0.884165,0.884165
24055,1.831255,2.000000,0.915627,0.915627,0.915627
23949,1.769570,2.000000,0.884785,0.884785,0.884785
23543,1.760175,2.000000,0.880087,0.880087,0.880087
23497,1.767009,2.000000,0.883504,0.883504,0.883504
23142,1.870106,2.000000,0.935053,0.935053,0.935053
22939,1.772960,2.000000,0.886480,0.886480,0.886480
22863,3.622190,4.000000,0.905548,0.905328,0.905767
22851,1.799549,2.000000,0.899774,0.899774,0.899774
22622,1.809535,2.000000,0.904768,0.904768,0.904768
22294,2.000000,2.000000,1.000000,1.000000,1.000000
22174,1.791318,2.000000,0.895659,0.895659,0.895659
22055,1.774157,2.000000,0.887078,0.887078,0.887078
22029,2.000000,2.000000,1.000000,1.000000,1.000000
21767,5.875041,6.000000,0.979173,0.967408,0.985374
21480,6.000000,6.000000,1.000000,1.000000,1.000000
21327,5.681982,6.000000,0.946997,0.929635,0.972189
21322,1.834456,2.000000,0.917228,0.917228,0.917228
21278,1.767794,2.000000,0.883897,0.883897,0.883897
21216,2.000000,2.000000,1.000000,1.000000,1.000000
21128,5.949030,6.000000,0.991505,0.990041,0.994277
21052,1.940067,2.000000,0.970033,0.970033,0.970033
20968,1.769176,2.000000,0.884588,0.884588,0.884588
20949,1.992031,2.000000,0.996016,0.996016,0.996016
20802,1.966134,2.000000,0.983067,0.983067,0.983067
20765,1.999999,2.000000,1.000000,1.000000,1.000000
10254,1.782259,2.000000,0.891129,0.891129,0.891129
10245,3.689653,4.000000,0.922413,0.911395,0.933432
10185,1.905946,2.000000,0.952973,0.952973,0.952973
10163,5.408417,6.000000,0.901403,0.882704,0.923835
10134,1.774151,2.000000,0.887076,0.887076,0.887076
10116,1.887330,2.000000,0.943665,0.943665,0.943665
10099,1.821438,2.000000,0.910719,0.910719,0.910719
10067,3.585436,4.000000,0.896359,0.895041,0.897678
10057,1.772031,2.000000,0.886015,0.886015,0.886015
10018,1.810563,2.000000,0.905282,0.905282,0.905282
10011,1.784504,2.000000,0.892252,0.892252,0.892252
9977,1.764623,2.000000,0.882311,0.882311,0.882311
9966,1.823274,2.000000,0.911637,0.911637,0.911637
9925,3.625892,4.000000,0.906473,0.889703,0.923243
9869,1.805482,2.000000,0.902741,0.902741,0.902741
9834,3.650724,4.000000,0.912681,0.903094,0.922268
9833,1.793714,2.000000,0.896857,0.896857,0.896857
9809,1.825497,2.000000,0.912748,0.912748,0.912748
9775,1.881764,2.000000,0.940882,0.940882,0.940882
9738,1.764100,2.000000,0.882050,0.882050,0.882050
9730,1.881379,2.000000,0.940689,0.940689,0.940689
9724,1.999999,2.000000,1.000000,1.000000,1.000000
9714,5.805057,6.000000,0.967510,0.951264,1.000000
9697,1.853193,2.000000,0.926597,0.926597,0.926597
9689,1.981722,2.000000,0.990861,0.990861,0.990861
9659,1.895630,2.000000,0.947815,0.947815,0.947815
9655,1.945648,2.000000,0.972824,0.972824,0.972824
9611,1.822034,2.000000,0.911017,0.911017,0.911017
9581,1.767890,2.000000,0.883945,0.883945,0.883945
9569,1.901832,2.000000,0.950916,0.950916,0.950916
9561,1.818555,2.000000,0.909277,0.909277,0.909277
9554,1.902913,2.000000,0.951457,0.951457,0.951457
9543,1.991825,2.000000,0.995912,0.995912,0.995912
9533,1.866508,2.000000,0.933254,0.933254,0.933254
9512,1.815767,2.000000,0.907884,0.907884,0.907884
9508,1.931961,2.000000,0.965980,0.965980,0.965980
9497,11.708344,13.000000,0.900642,0.885433,0.925447
9473,1.816583,2.000000,0.908291,0.908291,0.908291
9468,1.761137,2.000000,0.880569,0.880569,0.880569
9465,1.836186,2.000000,0.918093,0.918093,0.918093
9457,1.765481,2.000000,0.882740,0.882740,0.882740
9407,1.791500,2.000000,0.895750,0.895750,0.895750
9406,7.256948,8.000000,0.907119,0.883501,0.950799
9403,1.838364,2.000000,0.919182,0.919182,0.919182
9376,1.853633,2.000000,0.926817,0.926817,0.926817
9364,5.776783,6.000000,0.962797,0.954891,0.974489
9338,5.781268,6.000000,0.963545,0.950910,0.982878
9319,1.808015,2.000000,0.904007,0.904007,0.904007
9308,1.868260,2.000000,0.934130,0.934130,0.934130
9297,0.881367,1.000000,0.881367,0.881367,0.881367
9283,1.898024,2.000000,0.949012,0.949012,0.949012
9274,1.858057,2.000000,0.929029,0.929029,0.929029
9263,1.979850,2.000000,0.989925,0.989925,0.989925
9255,1.789869,2.000000,0.894934,0.894934,0.894934
9236,7.296525,8.000000,0.912066,0.885667,0.960647
9232,1.858548,2.000000,0.929274,0.929274,0.929274
9222,1.771169,2.000000,0.885584,0.885584,0.885584
9197,1.767088,2.000000,0.883544,0.883544,0.883544
9190,1.788699,2.000000,0.894350,0.894350,0.894350
9180,1.962067,2.000000,0.981034,0.981034,0.981034
9177,1.760672,2.000000,0.880336,0.880336,0.880336
9170,1.773522,2.000000,0.886761,0.886761,0.886761
9162,1.814461,2.000000,0.907230,0.907230,0.907230
9152,5.718394,6.000000,0.953066,0.929598,1.000000
9143,1.868563,2.000000,0.934281,0.934281,0.934281
9135,1.946546,2.000000,0.973273,0.973273,0.973273
9105,5.627533,6.000000,0.937922,0.916115,0.959169
9104,2.000000,2.000000,1.000000,1.000000,1.000000
9089,1.800788,2.000000,0.900394,0.900394,0.900394
9071,1.852054,2.000000,0.926027,0.926027,0.926027
9017,8.232746,9.000000,0.914750,0.884986,0.963811
9006,9.498450,10.000000,0.949845,0.918061,1.000000
9000,2.000000,2.000000,1.000000,1.000000,1.000000
8989,1.844654,2.000000,0.922327,0.922327,0.922327
8987,5.474412,6.000000,0.912402,0.895213,0.923756
8938,1.767019,2.000000,0.883509,0.883509,0.883509
8927,9.260268,10.000000,0.926027,0.900351,0.941249
8918,1.880715,2.000000,0.940357,0.940357,0.940357
8916,1.856163,2.000000,0.928081,0.928081,0.928081
8912,3.748379,4.000000,0.937095,0.890253,0.983937
8897,1.876038,2.000000,0.938019,0.938019,0.938019
8883,1.867628,2.000000,0.933814,0.933814,0.933814
8851,2.000000,2.000000,1.000000,1.000000,1.000000
8812,1.793807,2.000000,0.896903,0.896903,0.896903
8811,1.798825,2.000000,0.899413,0.899413,0.899413
8780,5.336467,6.000000,0.889411,0.885073,0.896270
8778,2.000000,2.000000,1.000000,1.000000,1.000000
8760,1.919148,2.000000,0.959574,0.959574,0.959574
8737,1.819132,2.000000,0.909566,0.909566,0.909566
8728,5.640890,6.000000,0.940148,0.911986,0.991957
8693,1.777091,2.000000,0.888545,0.888545,0.888545
8686,1.760315,2.000000,0.880158,0.880158,0.880158
8622,1.925518,2.000000,0.962759,0.962759,0.962759
8618,1.813564,2.000000,0.906782,0.906782,0.906782
8537,5.765156,6.000000,0.960859,0.951908,0.966171
8522,1.982611,2.000000,0.991305,0.991305,0.991305
8518,1.842166,2.000000,0.921083,0.921083,0.921083
8489,1.930644,2.000000,0.965322,0.965322,0.965322
8467,1.761782,2.000000,0.880891,0.880891,0.880891
8432,5.563063,6.000000,0.927177,0.912625,0.955476
8374,0.888170,1.000000,0.888170,0.888170,0.888170
8330,4.423664,5.000000,0.884733,0.880710,0.888834
8309,1.813056,2.000000,0.906528,0.906528,0.906528
8290,1.764133,2.000000,0.882066,0.882066,0.882066
8280,7.360735,8.000000,0.920092,0.892725,0.968339
8263,3.669742,4.000000,0.917435,0.884612,0.950259
8225,2.734091,3.000000,0.911364,0.895821,0.919135
8219,2.000000,2.000000,1.000000,1.000000,1.000000
8207,1.842807,2.000000,0.921403,0.921403,0.921403
8152,1.820819,2.000000,0.910410,0.910410,0.910410
8080,1.843598,2.000000,0.921799,0.921799,0.921799
8050,1.766389,2.000000,0.883195,0.883195,0.883195
8046,1.825883,2.000000,0.912942,0.912942,0.912942
7983,1.803370,2.000000,0.901685,0.901685,0.901685
7961,1.908796,2.000000,0.954398,0.954398,0.954398
7883,1.768290,2.000000,0.884145,0.884145,0.884145
7873,1.953036,2.000000,0.976518,0.976518,0.976518
7872,1.853778,2.000000,0.926889,0.926889,0.926889
7841,1.880492,2.000000,0.940246,0.940246,0.940246
7836,1.946348,2.000000,0.973174,0.973174,0.973174
7832,3.583961,4.000000,0.895990,0.892566,0.899415
7796,1.921440,2.000000,0.960720,0.960720,0.960720
7710,3.520934,4.000000,0.880233,0.880073,0.880394
7694,1.782483,2.000000,0.891241,0.891241,0.891241
7691,5.369526,6.000000,0.894921,0.886422,0.910629
7683,5.499255,6.000000,0.916543,0.885507,0.952316
7672,1.982773,2.000000,0.991386,0.991386,0.991386
7651,5.361364,6.000000,0.893561,0.883414,0.909923
7634,9.096095,10.000000,0.909609,0.884677,0.944003
7619,1.952204,2.000000,0.976102,0.976102,0.976102
7613,1.783237,2.000000,0.891618,0.891618,0.891618
7609,1.910953,2.000000,0.955476,0.955476,0.955476
7603,1.767695,2.000000,0.883847,0.883847,0.883847
7601,1.894553,2.000000,0.947277,0.947277,0.947277
7576,1.888355,2.000000,0.944178,0.944178,0.944178
7557,1.790596,2.000000,0.895298,0.895298,0.895298
7548,1.761659,2.000000,0.880830,0.880830,0.880830
7507,5.673877,6.000000,0.945646,0.931795,0.965637
7506,1.904154,2.000000,0.952077,0.952077,0.952077
7462,3.581969,4.000000,0.895492,0.888323,0.902661
7459,1.903919,2.000000,0.951960,0.951960,0.951960
7424,1.795317,2.000000,0.897658,0.897658,0.897658
7406,1.999999,2.000000,0.999999,0.999999,0.999999
7402,1.873515,2.000000,0.936758,0.936758,0.936758
7375,7.419458,8.000000,0.927432,0.895779,0.947278
7364,3.551726,4.000000,0.887931,0.887233,0.888630
7321,1.907584,2.000000,0.953792,0.953792,0.953792
7313,1.827590,2.000000,0.913795,0.913795,0.913795
7296,7.416915,8.000000,0.927114,0.889004,1.000000
7291,1.896273,2.000000,0.948136,0.948136,0.948136
7285,1.884648,2.000000,0.942324,0.942324,0.942324
7264,1.999999,2.000000,1.000000,1.000000,1.000000
7146,1.761700,2.000000,0.880850,0.880850,0.880850
7126,7.443716,8.000000,0.930464,0.896687,0.977829
7119,1.913406,2.000000,0.956703,0.956703,0.956703
7106,3.569593,4.000000,0.892398,0.887005,0.897791
7099,1.952276,2.000000,0.976138,0.976138,0.976138
7061,1.869819,2.000000,0.934909,0.934909,0.934909
7053,5.645125,6.000000,0.940854,0.936669,0.946825
7036,3.567789,4.000000,0.891947,0.886504,0.897391
7011,1.877572,2.000000,0.938786,0.938786,0.938786
6966,1.788654,2.000000,0.894327,0.894327,0.894327
6960,3.547559,4.000000,0.886890,0.883251,0.890529
6954,2.000000,2.000000,1.000000,1.000000,1.000000
6945,1.775654,2.000000,0.887827,0.887827,0.887827
6928,5.633336,6.000000,0.938889,0.909956,0.979866
6920,7.599583,8.000000,0.949948,0.887638,0.978824
6906,1.836794,2.000000,0.918397,0.918397,0.918397
6899,1.767094,2.000000,0.883547,0.883547,0.883547
6887,1.794102,2.000000,0.897051,0.897051,0.897051
6881,1.827286,2.000000,0.913643,0.913643,0.913643
6876,3.731554,4.000000,0.932888,0.899214,0.966563
6869,1.899959,2.000000,0.949979,0.949979,0.949979
6868,1.775080,2.000000,0.887540,0.887540,0.887540
6860,5.376569,6.000000,0.896095,0.886696,0.903677
6858,1.765508,2.000000,0.882754,0.882754,0.882754
6844,1.765318,2.000000,0.882659,0.882659,0.882659
6837,3.530729,4.000000,0.882682,0.882493,0.882871
6825,5.367977,6.000000,0.894663,0.880732,0.909324
6821,1.765820,2.000000,0.882910,0.882910,0.882910
6820,1.786681,2.000000,0.893340,0.893340,0.893340
6818,5.638645,6.000000,0.939774,0.913038,0.992909
6793,2.000000,2.000000,1.000000,1.000000,1.000000
6787,1.831404,2.000000,0.915702,0.915702,0.915702
6786,1.856388,2.000000,0.928194,0.928194,0.928194
6782,1.764885,2.000000,0.882442,0.882442,0.882442
6777,3.681964,4.000000,0.920491,0.911236,0.929746
6761,1.879492,2.000000,0.939746,0.939746,0.939746
6742,1.769785,2.000000,0.884892,0.884892,0.884892
6734,1.935541,2.000000,0.967770,0.967770,0.967770
6717,3.695848,4.000000,0.923962,0.908347,0.939577
6710,1.784805,2.000000,0.892403,0.892403,0.892403
6704,8.204843,9.000000,0.911649,0.891902,0.935981
6692,1.787360,2.000000,0.893680,0.893680,0.893680
6689,1.840604,2.000000,0.920302,0.920302,0.920302
6687,5.580573,6.000000,0.930095,0.891112,0.984406
6683,1.801133,2.000000,0.900566,0.900566,0.900566
6680,2.000000,2.000000,1.000000,1.000000,1.000000
6670,1.798891,2.000000,0.899446,0.899446,0.899446
6667,13.952273,15.000000,0.930152,0.885710,0.987647
6661,1.879195,2.000000,0.939597,0.939597,0.939597
6658,5.508713,6.000000,0.918119,0.881434,0.980945
6650,1.976842,2.000000,0.988421,0.988421,0.988421
6640,1.813587,2.000000,0.906794,0.906794,0.906794
6637,1.999830,2.000000,0.999915,0.999915,0.999915
6618,5.538310,6.000000,0.923052,0.903722,0.960564
6612,1.898177,2.000000,0.949089,0.949089,0.949089
6610,16.826319,18.000000,0.934795,0.898018,0.982040
6604,1.985324,2.000000,0.992662,0.992662,0.992662
6601,5.659594,6.000000,0.943266,0.925639,0.964762
6587,5.550901,6.000000,0.925150,0.887725,1.000000
6582,2.000000,2.000000,1.000000,1.000000,1.000000
6580,1.977783,2.000000,0.988891,0.988891,0.988891
6577,2.000000,2.000000,1.000000,1.000000,1.000000
6572,1.763954,2.000000,0.881977,0.881977,0.881977
6568,1.999999,2.000000,0.999999,0.999999,0.999999
6562,1.916551,2.000000,0.958276,0.958276,0.958276
6561,4.614415,5.000000,0.922883,0.881973,0.952989
6559,1.777099,2.000000,0.888550,0.888550,0.888550
6552,2.000000,2.000000,1.000000,1.000000,1.000000
6480,1.770375,2.000000,0.885188,0.885188,0.885188
6392,6.377458,7.000000,0.911065,0.892635,0.929273
6324,5.416902,6.000000,0.902817,0.896955,0.907381
6303,3.557919,4.000000,0.889480,0.882491,0.896468
6301,5.580055,6.000000,0.930009,0.895014,1.000000
6290,6.000000,6.000000,1.000000,1.000000,1.000000
6289,5.999998,6.000000,1.000000,1.000000,1.000000
6288,6.000000,6.000000,1.000000,1.000000,1.000000
6287,5.999998,6.000000,1.000000,1.000000,1.000000
6286,6.000000,6.000000,1.000000,1.000000,1.000000
6285,6.000000,6.000000,1.000000,1.000000,1.000000
6284,6.000000,6.000000,1.000000,1.000000,1.000000
6283,5.999998,6.000000,1.000000,1.000000,1.000000
6282,6.000000,6.000000,1.000000,1.000000,1.000000
6281,6.000000,6.000000,1.000000,1.000000,1.000000
6280,5.999998,6.000000,1.000000,1.000000,1.000000
6276,6.000000,6.000000,1.000000,1.000000,1.000000
6270,1.851929,2.000000,0.925965,0.925965,0.925965
6264,2.000000,2.000000,1.000000,1.000000,1.000000
6262,2.000000,2.000000,1.000000,1.000000,1.000000
6250,2.000000,2.000000,1.000000,1.000000,1.000000
6243,5.612738,6.000000,0.935456,0.903185,0.999999
6236,2.000000,2.000000,1.000000,1.000000,1.000000
6235,2.000000,2.000000,1.000000,1.000000,1.000000
6234,2.000000,2.000000,1.000000,1.000000,1.000000
6230,2.000000,2.000000,1.000000,1.000000,1.000000
6229,2.000000,2.000000,1.000000,1.000000,1.000000
6226,2.000000,2.000000,1.000000,1.000000,1.000000
6213,2.000000,2.000000,1.000000,1.000000,1.000000
6212,1.999999,2.000000,1.000000,1.000000,1.000000
6211,2.000000,2.000000,1.000000,1.000000,1.000000
6202,2.000000,2.000000,1.000000,1.000000,1.000000
6201,11.591270,12.000000,0.965939,0.895297,1.000000
6200,2.000000,2.000000,1.000000,1.000000,1.000000
6197,7.785355,8.000000,0.973169,0.946339,1.000000
6196,1.999999,2.000000,1.000000,1.000000,1.000000
6192,2.000000,2.000000,1.000000,1.000000,1.000000
6183,2.000000,2.000000,1.000000,1.000000,1.000000
6155,1.760801,2.000000,0.880400,0.880400,0.880400
6144,5.751101,6.000000,0.958517,0.935715,0.995000
6134,1.918152,2.000000,0.959076,0.959076,0.959076
6124,3.673856,4.000000,0.918464,0.911597,0.925331
6099,5.478811,6.000000,0.913135,0.895076,0.936400
6070,1.871949,2.000000,0.935974,0.935974,0.935974
6064,1.775491,2.000000,0.887746,0.887746,0.887746
6020,1.870877,2.000000,0.935438,0.935438,0.935438
6002,2.000000,2.000000,1.000000,1.000000,1.000000
5962,1.831103,2.000000,0.915551,0.915551,0.915551
5955,2.000000,2.000000,1.000000,1.000000,1.000000
5954,2.000000,2.000000,1.000000,1.000000,1.000000
5950,2.000000,2.000000,1.000000,1.000000,1.000000
5949,1.776822,2.000000,0.888411,0.888411,0.888411
5946,2.000000,2.000000,1.000000,1.000000,1.000000
5945,5.999997,6.000000,1.000000,1.000000,1.000000
5943,2.000000,2.000000,1.000000,1.000000,1.000000
5942,1.999999,2.000000,1.000000,1.000000,1.000000
5937,1.824358,2.000000,0.912179,0.912179,0.912179
5926,2.000000,2.000000,1.000000,1.000000,1.000000
5924,2.000000,2.000000,1.000000,1.000000,1.000000
5919,7.609853,8.000000,0.951232,0.902463,1.000000
5915,2.000000,2.000000,1.000000,1.000000,1.000000
5881,1.805849,2.000000,0.902924,0.902924,0.902924
5865,3.640863,4.000000,0.910216,0.901499,0.918932
5861,2.000000,2.000000,1.000000,1.000000,1.000000
5846,5.495291,6.000000,0.915882,0.883252,0.980554
5813,0.897164,1.000000,0.897164,0.897164,0.897164
5797,5.551886,6.000000,0.925314,0.901146,0.951760
5794,1.829401,2.000000,0.914701,0.914701,0.914701
5791,1.862006,2.000000,0.931003,0.931003,0.931003
5761,3.586535,4.000000,0.896634,0.892268,0.900999
5755,1.790364,2.000000,0.895182,0.895182,0.895182
5738,0.887992,1.000000,0.887992,0.887992,0.887992
5731,1.808324,2.000000,0.904162,0.904162,0.904162
5701,1.849992,2.000000,0.924996,0.924996,0.924996
5650,2.000000,2.000000,1.000000,1.000000,1.000000
5629,2.000000,2.000000,1.000000,1.000000,1.000000
5579,1.772235,2.000000,0.886117,0.886117,0.886117
5484,2.000000,2.000000,1.000000,1.000000,1.000000
5479,5.765537,6.000000,0.960923,0.882768,1.000000
5476,1.999999,2.000000,1.000000,1.000000,1.000000
5473,1.999999,2.000000,1.000000,1.000000,1.000000
5469,2.000000,2.000000,1.000000,1.000000,1.000000
5461,2.000000,2.000000,1.000000,1.000000,1.000000
5458,1.999999,2.000000,1.000000,1.000000,1.000000
5457,1.764273,2.000000,0.882136,0.882136,0.882136
5452,1.823861,2.000000,0.911931,0.911931,0.911931
5444,1.778453,2.000000,0.889226,0.889226,0.889226
5437,2.000000,2.000000,1.000000,1.000000,1.000000
5436,5.676928,6.000000,0.946155,0.919232,1.000000
5408,1.898932,2.000000,0.949466,0.949466,0.949466
5396,1.891908,2.000000,0.945954,0.945954,0.945954
5387,1.999999,2.000000,1.000000,1.000000,1.000000
5384,1.769607,2.000000,0.884803,0.884803,0.884803
5382,1.765572,2.000000,0.882786,0.882786,0.882786
5363,4.751288,5.000000,0.950258,0.902091,0.965357
5341,5.642584,6.000000,0.940431,0.931313,0.954777
5321,1.865528,2.000000,0.932764,0.932764,0.932764
5311,1.764009,2.000000,0.882004,0.882004,0.882004
5294,1.899940,2.000000,0.949970,0.949970,0.949970
5276,3.580809,4.000000,0.895202,0.891632,0.898772
5275,3.594180,4.000000,0.898545,0.882439,0.914651
5259,1.964834,2.000000,0.982417,0.982417,0.982417
5250,1.763353,2.000000,0.881676,0.881676,0.881676
5233,4.460317,5.000000,0.892063,0.881216,0.906489
5216,1.925622,2.000000,0.962811,0.962811,0.962811
5213,1.818001,2.000000,0.909000,0.909000,0.909000
5143,1.815936,2.000000,0.907968,0.907968,0.907968
5113,1.766299,2.000000,0.883149,0.883149,0.883149
5099,1.796047,2.000000,0.898024,0.898024,0.898024
2353,3.727047,4.000000,0.931762,0.916785,0.946738
2348,0.886642,1.000000,0.886642,0.886642,0.886642
2340,0.897623,1.000000,0.897623,0.897623,0.897623
2330,1.799787,2.000000,0.899894,0.899894,0.899894
2323,1.795416,2.000000,0.897708,0.897708,0.897708
2321,1.817725,2.000000,0.908863,0.908863,0.908863
2320,1.804482,2.000000,0.902241,0.902241,0.902241
2310,5.591139,6.000000,0.931856,0.921239,0.939308
2309,3.619958,4.000000,0.904989,0.903907,0.906072
2305,2.661870,3.000000,0.887290,0.882669,0.889600
2304,5.467832,6.000000,0.911305,0.890316,0.926574
2293,4.458010,5.000000,0.891602,0.880248,0.907677
2286,7.549479,8.000000,0.943685,0.930865,0.966779
2282,3.637547,4.000000,0.909387,0.889630,0.929144
2272,4.553427,5.000000,0.910685,0.902750,0.919897
2264,1.765010,2.000000,0.882505,0.882505,0.882505
2262,3.715621,4.000000,0.928905,0.921516,0.936294
2247,4.798779,5.000000,0.959756,0.935726,0.983634
2232,1.886269,2.000000,0.943135,0.943135,0.943135
2230,1.772219,2.000000,0.886110,0.886110,0.886110
2222,4.817406,5.000000,0.963481,0.955264,0.966231
2221,1.819413,2.000000,0.909706,0.909706,0.909706
2219,5.427598,6.000000,0.904600,0.892757,0.915055
2218,0.891224,1.000000,0.891224,0.891224,0.891224
2216,3.775129,4.000000,0.943782,0.934970,0.950163
2215,5.759933,6.000000,0.959989,0.957806,0.961488
2213,8.236795,9.000000,0.915200,0.880944,1.000000
2212,5.370370,6.000000,0.895062,0.883203,0.916024
2204,1.780480,2.000000,0.890240,0.890240,0.890240
2200,4.539657,5.000000,0.907931,0.899406,0.919038
2191,1.764605,2.000000,0.882302,0.882302,0.882302
2174,1.790354,2.000000,0.895177,0.895177,0.895177
2171,3.549498,4.000000,0.887375,0.880487,0.894262
2168,0.882179,1.000000,0.882179,0.882179,0.882179
2158,3.675221,4.000000,0.918805,0.917563,0.920047
2145,3.597584,4.000000,0.899396,0.891330,0.907462
2120,1.815814,2.000000,0.907907,0.907907,0.907907
2104,1.813813,2.000000,0.906906,0.906906,0.906906
2092,1.766316,2.000000,0.883158,0.883158,0.883158
2088,2.689787,3.000000,0.896596,0.885269,0.902259
2078,4.528353,5.000000,0.905671,0.892805,0.921857
2074,1.953650,2.000000,0.976825,0.976825,0.976825
2073,3.556582,4.000000,0.889146,0.886106,0.892185
2070,1.817449,2.000000,0.908725,0.908725,0.908725
2065,5.746384,6.000000,0.957731,0.941928,0.968155
2060,1.813363,2.000000,0.906681,0.906681,0.906681
2054,3.690973,4.000000,0.922743,0.902682,0.942804
2050,0.881481,1.000000,0.881481,0.881481,0.881481
2046,3.634334,4.000000,0.908583,0.908063,0.909104
2043,3.563781,4.000000,0.890945,0.884846,0.895083
2038,1.813913,2.000000,0.906957,0.906957,0.906957
2037,1.760116,2.000000,0.880058,0.880058,0.880058
2036,0.893295,1.000000,0.893295,0.893295,0.893295
2035,1.793254,2.000000,0.896627,0.896627,0.896627
2034,1.899615,2.000000,0.949808,0.949808,0.949808
2019,2.688133,3.000000,0.896044,0.880927,0.903603
2014,0.883497,1.000000,0.883497,0.883497,0.883497
2010,2.722085,3.000000,0.907362,0.895627,0.913229
2007,4.614551,5.000000,0.922910,0.880157,0.945852
1997,7.311224,8.000000,0.913903,0.895146,0.924843
1988,1.766302,2.000000,0.883151,0.883151,0.883151
1971,1.920519,2.000000,0.960259,0.960259,0.960259
1970,1.838065,2.000000,0.919032,0.919032,0.919032
1967,2.728345,3.000000,0.909448,0.889770,0.920570
1965,0.881657,1.000000,0.881657,0.881657,0.881657
1961,3.578223,4.000000,0.894556,0.884576,0.904535
1954,0.882678,1.000000,0.882678,0.882678,0.882678
1953,5.659827,6.000000,0.943305,0.926211,0.960301
1949,0.884077,1.000000,0.884077,0.884077,0.884077
1945,1.831244,2.000000,0.915622,0.915622,0.915622
1937,1.818417,2.000000,0.909208,0.909208,0.909208
1934,3.610039,4.000000,0.902510,0.886663,0.918357
1932,7.131942,8.000000,0.891493,0.882106,0.897826
1930,1.861624,2.000000,0.930812,0.930812,0.930812
1929,3.608294,4.000000,0.902074,0.892220,0.911927
1919,1.894537,2.000000,0.947268,0.947268,0.947268
1918,3.556065,4.000000,0.889016,0.888046,0.889987
1917,2.768777,3.000000,0.922926,0.892373,0.938202
1912,3.591268,4.000000,0.897817,0.888740,0.906894
1910,1.825484,2.000000,0.912742,0.912742,0.912742
1904,12.025029,13.000000,0.925002,0.883028,1.000000
1902,3.537704,4.000000,0.884426,0.884228,0.884624
1900,1.865465,2.000000,0.932733,0.932733,0.932733
1894,3.651434,4.000000,0.912859,0.912787,0.912930
1887,1.828638,2.000000,0.914319,0.914319,0.914319
1883,3.562857,4.000000,0.890714,0.880250,0.899927
1880,4.622076,5.000000,0.924415,0.903369,0.946712
1848,1.809030,2.000000,0.904515,0.904515,0.904515
1844,1.895247,2.000000,0.947624,0.947624,0.947624
1841,0.883121,1.000000,0.883121,0.883121,0.883121
1837,1.777799,2.000000,0.888899,0.888899,0.888899
1835,5.637245,6.000000,0.939541,0.925459,0.962505
1826,1.771598,2.000000,0.885799,0.885799,0.885799
1819,6.300973,7.000000,0.900139,0.893313,0.903542
1811,7.713595,8.000000,0.964199,0.886159,0.993246
1801,5.459683,6.000000,0.909947,0.892458,0.918187
1800,1.896654,2.000000,0.948327,0.948327,0.948327
1753,1.764426,2.000000,0.882213,0.882213,0.882213
1750,1.899205,2.000000,0.949602,0.949602,0.949602
1749,1.797813,2.000000,0.898906,0.898906,0.898906
1735,3.589325,4.000000,0.897331,0.891225,0.903437
1732,5.587362,6.000000,0.931227,0.908585,0.972324
1731,3.610140,4.000000,0.902535,0.887456,0.917614
1725,9.770030,10.000000,0.977003,0.963046,0.983567
1719,1.848230,2.000000,0.924115,0.924115,0.924115
1714,1.787833,2.000000,0.893916,0.893916,0.893916
1713,1.770165,2.000000,0.885082,0.885082,0.885082
1697,1.818950,2.000000,0.909475,0.909475,0.909475
1696,1.791085,2.000000,0.895543,0.895543,0.895543
1691,0.899110,1.000000,0.899110,0.899110,0.899110
1690,7.110441,8.000000,0.888805,0.881519,0.900572
1679,1.854184,2.000000,0.927092,0.927092,0.927092
1665,1.821529,2.000000,0.910764,0.910764,0.910764
1652,4.493505,5.000000,0.898701,0.895590,0.903081
1650,8.130783,9.000000,0.903420,0.883553,0.915592
1647,1.887781,2.000000,0.943890,0.943890,0.943890
1645,12.198132,13.000000,0.938318,0.920297,0.944880
1643,0.885581,1.000000,0.885581,0.885581,0.885581
1631,0.886899,1.000000,0.886899,0.886899,0.886899
1617,1.799554,2.000000,0.899777,0.899777,0.899777
1610,1.861222,2.000000,0.930611,0.930611,0.930611
1600,0.889006,1.000000,0.889006,0.889006,0.889006
1595,3.599470,4.000000,0.899868,0.895801,0.903934
1592,45.447018,48.000000,0.946813,0.881135,1.000000
1591,6.308097,7.000000,0.901157,0.885243,0.929565
1577,3.608947,4.000000,0.902237,0.888921,0.913425
1573,1.764107,2.000000,0.882054,0.882054,0.882054
1568,1.772583,2.000000,0.886291,0.886291,0.886291
