component_id,mean,sum,count,min,max
17932,1.973365,2.000000,0.986682,0.986682,0.986682
17935,1.763469,2.000000,0.881734,0.881734,0.881734
17939,1.968644,2.000000,0.984322,0.984322,0.984322
17948,1.981701,2.000000,0.990850,0.990850,0.990850
17954,2.000000,2.000000,1.000000,1.000000,1.000000
17961,2.000000,2.000000,1.000000,1.000000,1.000000
17986,2.000000,2.000000,1.000000,1.000000,1.000000
17988,1.795640,2.000000,0.897820,0.897820,0.897820
18053,1.999999,2.000000,1.000000,1.000000,1.000000
18060,2.696003,3.000000,0.898668,0.882024,0.906990
18065,1.999358,2.000000,0.999679,0.999679,0.999679
18068,1.760052,2.000000,0.880026,0.880026,0.880026
18117,6.000000,6.000000,1.000000,1.000000,1.000000
18135,2.000000,2.000000,1.000000,1.000000,1.000000
18143,2.000000,2.000000,1.000000,1.000000,1.000000
18176,1.999998,2.000000,0.999999,0.999999,0.999999
18180,1.788839,2.000000,0.894420,0.894420,0.894420
18183,2.000000,2.000000,1.000000,1.000000,1.000000
18187,1.892199,2.000000,0.946099,0.946099,0.946099
18200,5.491623,6.000000,0.915271,0.883788,0.965778
18221,5.901357,6.000000,0.983559,0.979176,0.987481
18222,9.612179,10.000000,0.961218,0.894497,0.988992
18223,14.932331,16.000000,0.933271,0.906312,0.984291
18224,18.440714,20.000000,0.922036,0.890586,0.986733
18225,13.573683,14.000000,0.969549,0.935229,0.984199
18226,5.670295,6.000000,0.945049,0.896262,0.990157
18227,23.075111,24.000000,0.961463,0.922302,0.992783
18228,11.893412,12.000000,0.991118,0.985911,0.993043
18229,5.841761,6.000000,0.973627,0.964227,0.991256
18230,21.281689,22.000000,0.967349,0.940510,0.983730
18231,14.067618,15.000000,0.937841,0.889301,0.992599
18233,9.819865,10.000000,0.981987,0.975944,0.986907
18234,15.627227,16.000000,0.976702,0.941839,0.991682
18235,6.665768,7.000000,0.952253,0.930981,0.984999
18236,13.715593,14.000000,0.979685,0.961525,0.994797
18237,20.909815,22.000000,0.950446,0.880799,0.994371
18238,6.497274,7.000000,0.928182,0.914754,0.946795
18239,5.719824,6.000000,0.953304,0.939537,0.963386
18240,7.768153,8.000000,0.971019,0.958236,0.974362
18241,11.858921,12.000000,0.988243,0.980345,0.992486
18242,1.823881,2.000000,0.911940,0.911940,0.911940
18243,9.756364,10.000000,0.975636,0.960324,0.982963
18244,13.660636,14.000000,0.975760,0.956160,0.985092
18245,0.889926,1.000000,0.889926,0.889926,0.889926
18246,7.548161,8.000000,0.943520,0.897031,0.962284
18247,9.736307,10.000000,0.973631,0.962812,0.994763
18248,11.462225,12.000000,0.955185,0.925659,0.973398
18249,9.550061,10.000000,0.955006,0.949655,0.959963
18250,6.465488,7.000000,0.923641,0.886458,0.966319
18251,1.897658,2.000000,0.948829,0.948829,0.948829
18252,9.624418,10.000000,0.962442,0.914621,0.991651
18253,13.110723,14.000000,0.936480,0.893213,0.959164
18254,40.418037,43.000000,0.939954,0.891714,0.991782
18255,12.264424,13.000000,0.943417,0.906859,0.971843
18256,1.938149,2.000000,0.969075,0.969075,0.969075
18258,1.819080,2.000000,0.909540,0.909540,0.909540
18260,6.588691,7.000000,0.941242,0.911641,0.958868
18262,9.755554,10.000000,0.975555,0.962295,0.989740
18263,1.786487,2.000000,0.893243,0.893243,0.893243
18264,9.408131,10.000000,0.940813,0.882133,0.982554
18265,20.107746,21.000000,0.957512,0.899763,0.989593
18266,7.409270,8.000000,0.926159,0.894398,0.967202
18267,1.984763,2.000000,0.992382,0.992382,0.992382
18268,15.761855,16.000000,0.985116,0.978161,0.990513
18271,5.814528,6.000000,0.969088,0.957173,0.992574
18273,7.406504,8.000000,0.925813,0.893044,0.950732
18275,20.871607,22.000000,0.948709,0.907694,0.984749
18276,7.715252,8.000000,0.964406,0.930809,0.982636
18277,1.910875,2.000000,0.955437,0.955437,0.955437
18278,13.401258,14.000000,0.957233,0.915720,0.981646
18279,3.641819,4.000000,0.910455,0.888946,0.931963
18280,7.704346,8.000000,0.963043,0.944301,0.972708
18281,10.486709,11.000000,0.953337,0.921098,0.986506
18282,1.934872,2.000000,0.967436,0.967436,0.967436
18283,7.558852,8.000000,0.944856,0.915494,0.985327
18285,7.859316,8.000000,0.982414,0.977237,0.990017
18286,7.809183,8.000000,0.976148,0.943889,0.994932
18287,7.826161,8.000000,0.978270,0.967916,0.989522
18288,5.703845,6.000000,0.950641,0.924682,0.991045
18290,7.663203,8.000000,0.957900,0.924182,0.971629
18291,5.634600,6.000000,0.939100,0.930196,0.954035
18292,11.438216,12.000000,0.953185,0.933756,0.976838
18294,7.709047,8.000000,0.963631,0.946806,0.991279
18295,3.861702,4.000000,0.965426,0.944460,0.985485
18296,7.517548,8.000000,0.939694,0.880519,0.991361
18298,0.931365,1.000000,0.931365,0.931365,0.931365
18299,7.828254,8.000000,0.978532,0.973236,0.984976
18301,4.721277,5.000000,0.944255,0.925837,0.951705
18302,1.888864,2.000000,0.944432,0.944432,0.944432
18305,11.155000,12.000000,0.929583,0.894003,0.988426
18306,8.559086,9.000000,0.951010,0.904700,0.982829
18308,1.878737,2.000000,0.939369,0.939369,0.939369
18310,2.801137,3.000000,0.933712,0.880748,0.960194
18313,1.937479,2.000000,0.968740,0.968740,0.968740
18314,1.958122,2.000000,0.979061,0.979061,0.979061
18315,4.769660,5.000000,0.953932,0.935686,0.958527
18317,3.769604,4.000000,0.942401,0.940740,0.944062
18318,7.695065,8.000000,0.961883,0.930939,0.983649
18319,7.699878,8.000000,0.962485,0.932374,0.976687
18320,4.761564,5.000000,0.952313,0.921124,0.995769
18322,5.570048,6.000000,0.928341,0.922040,0.938701
18323,5.660607,6.000000,0.943435,0.926808,0.962989
18325,7.516241,8.000000,0.939530,0.894652,0.977926
18327,7.605780,8.000000,0.950722,0.903200,0.975890
18328,1.923347,2.000000,0.961673,0.961673,0.961673
18330,5.865681,6.000000,0.977613,0.974351,0.981423
18331,1.766361,2.000000,0.883181,0.883181,0.883181
18332,1.947500,2.000000,0.973750,0.973750,0.973750
18333,0.951055,1.000000,0.951055,0.951055,0.951055
18336,1.882887,2.000000,0.941443,0.941443,0.941443
18338,4.795927,5.000000,0.959185,0.948665,0.968901
18340,0.921642,1.000000,0.921642,0.921642,0.921642
18343,1.969995,2.000000,0.984997,0.984997,0.984997
18345,0.919031,1.000000,0.919031,0.919031,0.919031
18348,1.825024,2.000000,0.912512,0.912512,0.912512
18349,4.769270,5.000000,0.953854,0.940948,0.970890
18350,9.519880,10.000000,0.951988,0.934194,0.976279
18372,1.854917,2.000000,0.927459,0.927459,0.927459
18379,1.777532,2.000000,0.888766,0.888766,0.888766
18386,1.765735,2.000000,0.882868,0.882868,0.882868
18408,1.764039,2.000000,0.882019,0.882019,0.882019
18449,5.358618,6.000000,0.893103,0.887343,0.897802
18455,5.503061,6.000000,0.917177,0.882682,0.971353
18470,1.857737,2.000000,0.928868,0.928868,0.928868
18476,1.909816,2.000000,0.954908,0.954908,0.954908
18495,5.822339,6.000000,0.970390,0.965276,0.978597
18500,2.000000,2.000000,1.000000,1.000000,1.000000
18503,1.763638,2.000000,0.881819,0.881819,0.881819
18516,1.999999,2.000000,1.000000,1.000000,1.000000
18535,2.000000,2.000000,1.000000,1.000000,1.000000
18536,1.959942,2.000000,0.979971,0.979971,0.979971
18548,2.000000,2.000000,1.000000,1.000000,1.000000
18550,1.999862,2.000000,0.999931,0.999931,0.999931
18598,10.036889,11.000000,0.912444,0.903228,0.921714
18620,5.842360,6.000000,0.973727,0.960590,1.000000
18626,1.833561,2.000000,0.916780,0.916780,0.916780
18636,1.780114,2.000000,0.890057,0.890057,0.890057
18710,1.949044,2.000000,0.974522,0.974522,0.974522
18714,2.000000,2.000000,1.000000,1.000000,1.000000
18720,1.777342,2.000000,0.888671,0.888671,0.888671
18765,1.761505,2.000000,0.880753,0.880753,0.880753
18766,1.971091,2.000000,0.985546,0.985546,0.985546
18810,2.000000,2.000000,1.000000,1.000000,1.000000
18820,1.776793,2.000000,0.888397,0.888397,0.888397
18864,2.000000,2.000000,1.000000,1.000000,1.000000
18939,1.780624,2.000000,0.890312,0.890312,0.890312
18956,1.762501,2.000000,0.881251,0.881251,0.881251
18993,1.766842,2.000000,0.883421,0.883421,0.883421
18998,5.545817,6.000000,0.924303,0.896025,0.975370
19000,2.000000,2.000000,1.000000,1.000000,1.000000
19028,1.863324,2.000000,0.931662,0.931662,0.931662
19050,1.867191,2.000000,0.933596,0.933596,0.933596
19064,1.991888,2.000000,0.995944,0.995944,0.995944
19080,2.000000,2.000000,1.000000,1.000000,1.000000
19097,1.768021,2.000000,0.884011,0.884011,0.884011
19130,1.999999,2.000000,1.000000,1.000000,1.000000
19140,1.886108,2.000000,0.943054,0.943054,0.943054
19174,1.932420,2.000000,0.966210,0.966210,0.966210
19195,2.000000,2.000000,1.000000,1.000000,1.000000
19284,2.000000,2.000000,1.000000,1.000000,1.000000
19292,1.862872,2.000000,0.931436,0.931436,0.931436
19349,2.000000,2.000000,1.000000,1.000000,1.000000
19353,2.000000,2.000000,1.000000,1.000000,1.000000
19387,1.794552,2.000000,0.897276,0.897276,0.897276
19417,1.850102,2.000000,0.925051,0.925051,0.925051
19447,6.000000,6.000000,1.000000,1.000000,1.000000
19452,6.000000,6.000000,1.000000,1.000000,1.000000
19512,1.916049,2.000000,0.958025,0.958025,0.958025
19525,1.976783,2.000000,0.988391,0.988391,0.988391
19544,1.999999,2.000000,1.000000,1.000000,1.000000
19549,1.811980,2.000000,0.905990,0.905990,0.905990
19552,2.000000,2.000000,1.000000,1.000000,1.000000
19643,2.000000,2.000000,1.000000,1.000000,1.000000
19657,1.999999,2.000000,0.999999,0.999999,0.999999
19817,2.000000,2.000000,1.000000,1.000000,1.000000
19821,1.989526,2.000000,0.994763,0.994763,0.994763
19830,2.000000,2.000000,1.000000,1.000000,1.000000
19838,2.000000,2.000000,1.000000,1.000000,1.000000
19866,0.883518,1.000000,0.883518,0.883518,0.883518
19887,1.997054,2.000000,0.998527,0.998527,0.998527
19907,1.911750,2.000000,0.955875,0.955875,0.955875
19928,1.770689,2.000000,0.885345,0.885345,0.885345
19934,2.000000,2.000000,1.000000,1.000000,1.000000
19946,1.890712,2.000000,0.945356,0.945356,0.945356
19949,2.000000,2.000000,1.000000,1.000000,1.000000
19978,1.920400,2.000000,0.960200,0.960200,0.960200
19994,1.829160,2.000000,0.914580,0.914580,0.914580
20025,1.987100,2.000000,0.993550,0.993550,0.993550
20033,1.793756,2.000000,0.896878,0.896878,0.896878
20037,1.774215,2.000000,0.887107,0.887107,0.887107
20046,1.760092,2.000000,0.880046,0.880046,0.880046
20092,2.000000,2.000000,1.000000,1.000000,1.000000
20099,1.765722,2.000000,0.882861,0.882861,0.882861
20149,2.000000,2.000000,1.000000,1.000000,1.000000
20170,2.000000,2.000000,1.000000,1.000000,1.000000
20178,1.941875,2.000000,0.970938,0.970938,0.970938
20202,2.000000,2.000000,1.000000,1.000000,1.000000
20298,1.816532,2.000000,0.908266,0.908266,0.908266
20309,1.765058,2.000000,0.882529,0.882529,0.882529
20311,3.675771,4.000000,0.918943,0.895399,0.942487
20357,1.893359,2.000000,0.946680,0.946680,0.946680
20372,6.000000,6.000000,1.000000,1.000000,1.000000
20404,1.999999,2.000000,1.000000,1.000000,1.000000
20441,1.915578,2.000000,0.957789,0.957789,0.957789
20448,1.763893,2.000000,0.881947,0.881947,0.881947
20479,1.999999,2.000000,0.999999,0.999999,0.999999
20521,1.905336,2.000000,0.952668,0.952668,0.952668
20554,2.000000,2.000000,1.000000,1.000000,1.000000
20594,1.767024,2.000000,0.883512,0.883512,0.883512
20597,1.998632,2.000000,0.999316,0.999316,0.999316
20624,1.769938,2.000000,0.884969,0.884969,0.884969
20694,2.000000,2.000000,1.000000,1.000000,1.000000
