from,to,distance
images/images/architecure/7954465380_0c1e0f6ddb_m.jpg,images/images/architecure/14174596016_8cc2b7c127_n.jpg,0.923403
images/images/architecure/2927633470_f41db2c69c.jpg,images/images/architecure/2224773105_c6f87fff4f_n.jpg,0.923399
images/images/architecure/2224773105_c6f87fff4f_n.jpg,images/images/architecure/2927633470_f41db2c69c.jpg,0.923399
images/images/architecure/496896924_d73e584e52_m.jpg,images/images/architecure/8128768234_1bdab7b746_n.jpg,0.923388
images/images/architecure/1392695457_c25b416ef9_m.jpg,images/images/architecure/2168927993_85e5d675b2_m.jpg,0.923350
images/images/architecure/619585756_34de755144_m.jpg,images/images/architecure/4992097112_abbeafd744_m.jpg,0.923324
images/images/architecure/4992097112_abbeafd744_m.jpg,images/images/architecure/619585756_34de755144_m.jpg,0.923324
images/images/architecure/17562443479_5bc1c8e86f_m.jpg,images/images/architecure/15767287926_5f2b092d1d_m.jpg,0.923323
images/images/architecure/15767287926_5f2b092d1d_m.jpg,images/images/architecure/17562443479_5bc1c8e86f_m.jpg,0.923323
images/images/architecure/6248327105_69e5514699_m.jpg,images/images/architecure/3414976230_1d37c058e0_m.jpg,0.923322
images/images/architecure/3414976230_1d37c058e0_m.jpg,images/images/architecure/6248327105_69e5514699_m.jpg,0.923322
images/images/architecure/14823288009_748bbc08a0_n.jpg,images/images/architecure/3474543492_0796a19811.jpg,0.923318
images/images/architecure/3474543492_0796a19811.jpg,images/images/architecure/14823288009_748bbc08a0_n.jpg,0.923318
images/images/architecure/311656024_cd69c47392_n.jpg,images/images/architecure/272109069_f3dabb94ee_m.jpg,0.923262
images/images/architecure/272109069_f3dabb94ee_m.jpg,images/images/architecure/311656024_cd69c47392_n.jpg,0.923262
images/images/art and culture/629 (2).jpg,images/images/art and culture/353 (2).jpg,0.923243
images/images/art and culture/353 (2).jpg,images/images/art and culture/629 (2).jpg,0.923243
images/images/architecure/4730237795_541ece6a12_n.jpg,images/images/architecure/5155388486_d35da135a8.jpg,0.923225
images/images/architecure/5155388486_d35da135a8.jpg,images/images/architecure/4730237795_541ece6a12_n.jpg,0.923225
images/images/architecure/295031377_2792519ca0_n.jpg,images/images/architecure/940995153_43e021736a_m.jpg,0.923224
images/images/architecure/940995153_43e021736a_m.jpg,images/images/architecure/295031377_2792519ca0_n.jpg,0.923224
images/images/architecure/142495597_148b547ca7_n.jpg,images/images/architecure/7305940670_6fc60e3b5c_m.jpg,0.923211
images/images/architecure/7824496442_0c5a0783c3_m.jpg,images/images/architecure/5503980801_8eaeb6a665_m.jpg,0.923188
images/images/architecure/3408664819_b0c90f21dd_m.jpg,images/images/architecure/2531103590_13daf1cf2a_n.jpg,0.923131
images/images/architecure/14354340995_d0148bdf8b_m.jpg,images/images/architecure/8085569157_382c097e9a_m.jpg,0.923129
images/images/architecure/14221178358_d1054f9cca_m.jpg,images/images/architecure/8193369351_0147f107f0_m.jpg,0.923100
images/images/architecure/8193369351_0147f107f0_m.jpg,images/images/architecure/14221178358_d1054f9cca_m.jpg,0.923100
images/images/architecure/8085332332_6eab07e465_m.jpg,images/images/architecure/12445779705_aaa742afb2_m.jpg,0.923086
images/images/architecure/3402837716_d0677d08c5_m.jpg,images/images/architecure/5487301494_693445f52e_m.jpg,0.923070
images/images/architecure/5487301494_693445f52e_m.jpg,images/images/architecure/3402837716_d0677d08c5_m.jpg,0.923070
images/images/architecure/2771783445_3f1f48c49d_n.jpg,images/images/architecure/14505975342_c34b5ebcc1_n.jpg,0.923059
images/images/architecure/14505975342_c34b5ebcc1_n.jpg,images/images/architecure/2771783445_3f1f48c49d_n.jpg,0.923059
images/images/architecure/7760163638_c56b928128_m.jpg,images/images/architecure/2771803725_67ab8e3673_m.jpg,0.923055
images/images/architecure/21292167610_fc24b36cde_n.jpg,images/images/architecure/580558511_59adb0364f.jpg,0.923040
images/images/architecure/580558511_59adb0364f.jpg,images/images/architecure/21292167610_fc24b36cde_n.jpg,0.923040
images/images/architecure/8686614089_f8d9b36ac3_m.jpg,images/images/architecure/8686611703_8b97278eae_m.jpg,0.923037
images/images/architecure/8686611703_8b97278eae_m.jpg,images/images/architecure/8686614089_f8d9b36ac3_m.jpg,0.923037
images/images/architecure/11464812644_79b44178f1.jpg,images/images/architecure/11464871985_30c22b007c_m.jpg,0.923014
images/images/architecure/3906074954_7f3f1c4681_m.jpg,images/images/architecure/8544089868_f61161dc49_m.jpg,0.923007
images/images/architecure/8544089868_f61161dc49_m.jpg,images/images/architecure/3906074954_7f3f1c4681_m.jpg,0.923007
images/images/architecure/387516630_aef588b974_m.jpg,images/images/architecure/2044335079_8398936b54.jpg,0.922959
images/images/architecure/2044335079_8398936b54.jpg,images/images/architecure/387516630_aef588b974_m.jpg,0.922959
images/images/architecure/2692932725_61486c868f_m.jpg,images/images/architecure/8322367969_2f200fbd8e_m.jpg,0.922952
images/images/architecure/8322367969_2f200fbd8e_m.jpg,images/images/architecure/2692932725_61486c868f_m.jpg,0.922952
images/images/architecure/5768923309_22447bfbe7_n.jpg,images/images/architecure/23102351606_3cd67c39c8_m.jpg,0.922949
images/images/architecure/4372015461_c4658fe72f_m.jpg,images/images/architecure/6942901626_13baa5db67_m.jpg,0.922933
images/images/architecure/7838989766_4acd74a9c9_m.jpg,images/images/architecure/7807906934_8f804ed3ac_n.jpg,0.922908
images/images/architecure/2410655744_22442f85dc_m.jpg,images/images/architecure/556572132_693be3e7e8_n.jpg,0.922907
images/images/architecure/22454386311_b742b5f5cf_n.jpg,images/images/architecure/17722473296_1768ecb606_m.jpg,0.922903
images/images/architecure/8193370077_8fff364f5a_m.jpg,images/images/architecure/1799371596_5bc8e63647_m.jpg,0.922889
images/images/architecure/1799371596_5bc8e63647_m.jpg,images/images/architecure/8193370077_8fff364f5a_m.jpg,0.922889
images/images/architecure/14285839638_6ce0cfb72d_m.jpg,images/images/architecure/9937021854_1b131476be_m.jpg,0.922873
images/images/architecure/9937021854_1b131476be_m.jpg,images/images/architecure/14285839638_6ce0cfb72d_m.jpg,0.922873
images/images/architecure/2927633470_f41db2c69c.jpg,images/images/architecure/7422920240_da0a63ea98_n.jpg,0.922866
images/images/architecure/10015159004_5f525f946d.jpg,images/images/architecure/7983567864_f1d9119809_n.jpg,0.922854
images/images/architecure/7983567864_f1d9119809_n.jpg,images/images/architecure/10015159004_5f525f946d.jpg,0.922854
images/images/food and d rinks/fruit_0981.jpg,images/images/food and d rinks/fruit_0294.jpg,0.922847
images/images/food and d rinks/fruit_0294.jpg,images/images/food and d rinks/fruit_0981.jpg,0.922847
images/images/architecure/39968592_b5c08df89f.jpg,images/images/architecure/9541311193_3721599da4_n.jpg,0.922840
images/images/architecure/8733791327_9cc54127e0_n.jpg,images/images/architecure/6976222069_4de2e3481c.jpg,0.922838
images/images/architecure/6976222069_4de2e3481c.jpg,images/images/architecure/8733791327_9cc54127e0_n.jpg,0.922838
images/images/architecure/40987431_1b3965b824_m.jpg,images/images/architecure/120px-Nevers_Cathedrale_Buttresses.jpg,0.922819
images/images/architecure/120px-Nevers_Cathedrale_Buttresses.jpg,images/images/architecure/40987431_1b3965b824_m.jpg,0.922819
images/images/architecure/145029400_c67e06055a_n.jpg,images/images/architecure/4697516323_316e8f0de5_n.jpg,0.922814
images/images/architecure/5023791175_c4dd42b528_m.jpg,images/images/architecure/5437276474_7a1c076e5c_n.jpg,0.922806
images/images/architecure/5023791175_c4dd42b528_m.jpg,images/images/architecure/5437276474_7a1c076e5c_n - copia.jpg,0.922806
images/images/architecure/436963564_42ea726107_m.jpg,images/images/architecure/2221497875_5e50e39f6c_m.jpg,0.922757
images/images/architecure/6231543163_54f1b12760_m.jpg,images/images/architecure/6766174407_1111cc2688_m.jpg,0.922727
images/images/architecure/4504582161_5f5915aa9b_m.jpg,images/images/architecure/6300170474_5d61a69f73_m.jpg,0.922680
images/images/architecure/6300170474_5d61a69f73_m.jpg,images/images/architecure/4504582161_5f5915aa9b_m.jpg,0.922680
images/images/architecure/11465074173_a83f0f8416_m.jpg,images/images/architecure/11464845084_675e1c1740_m.jpg,0.922674
images/images/architecure/5922792989_726882d157_m.jpg,images/images/architecure/2408740138_3360bcfdf5_m.jpg,0.922658
images/images/architecure/2408740138_3360bcfdf5_m.jpg,images/images/architecure/5922792989_726882d157_m.jpg,0.922658
images/images/architecure/2408788972_4541eb13b9_m.jpg,images/images/architecure/5922792989_726882d157_m.jpg,0.922658
images/images/architecure/5922792989_726882d157_m.jpg,images/images/architecure/2408788972_4541eb13b9_m.jpg,0.922658
images/images/food and d rinks/fruit_0959.jpg,images/images/food and d rinks/fruit_0283.jpg,0.922655
images/images/architecure/14241688540_502357d166_m.jpg,images/images/architecure/14241592458_f41091a233_m.jpg,0.922613
images/images/architecure/14241592458_f41091a233_m.jpg,images/images/architecure/14241688540_502357d166_m.jpg,0.922613
images/images/architecure/11462524886_e108858509_m.jpg,images/images/architecure/9393055589_0c8d1a1f3e_m.jpg,0.922603
images/images/architecure/6062365492_fa4cc0cc30_m.jpg,images/images/architecure/3439033599_231087190b_m.jpg,0.922599
images/images/architecure/7824496442_0c5a0783c3_m.jpg,images/images/architecure/14407459_04e273218e.jpg,0.922575
images/images/architecure/14407459_04e273218e.jpg,images/images/architecure/7824496442_0c5a0783c3_m.jpg,0.922575
images/images/architecure/365323440_33b73364fe_m.jpg,images/images/architecure/14021661706_2f04eaf261_m.jpg,0.922559
images/images/architecure/6806937638_cee2ed63b7_m.jpg,images/images/architecure/6264380193_616c866364_m.jpg,0.922552
images/images/architecure/6264380193_616c866364_m.jpg,images/images/architecure/6806937638_cee2ed63b7_m.jpg,0.922552
images/images/architecure/5450694057_e6f511069f.jpg,images/images/architecure/5451303098_07b1ca1074_n.jpg,0.922534
images/images/architecure/5451303098_07b1ca1074_n.jpg,images/images/architecure/5450694057_e6f511069f.jpg,0.922534
images/images/architecure/1123082669_974988084f_m.jpg,images/images/architecure/2327605329_edf80a4e0b_n.jpg,0.922523
images/images/architecure/12534064745_e59ce16e2b_n.jpg,images/images/architecure/7314136430_365aeb03fb_n.jpg,0.922522
images/images/architecure/7429021478_85cbda88ae_n.jpg,images/images/architecure/7428997576_2327c9748d_n.jpg,0.922510
images/images/architecure/7428997576_2327c9748d_n.jpg,images/images/architecure/7429021478_85cbda88ae_n.jpg,0.922510
images/images/architecure/3309881379_b5066c5991.jpg,images/images/architecure/2760554018_fa49214851_m.jpg,0.922490
images/images/architecure/2760554018_fa49214851_m.jpg,images/images/architecure/3309881379_b5066c5991.jpg,0.922490
images/images/food and d rinks/fruit_0653.jpg,images/images/food and d rinks/fruit_0563.jpg,0.922486
images/images/architecure/48442968_e743c48edb_n.jpg,images/images/architecure/7115592979_95e7be2a17_n.jpg,0.922470
images/images/architecure/7115592979_95e7be2a17_n.jpg,images/images/architecure/48442968_e743c48edb_n.jpg,0.922470
images/images/architecure/10626182863_5892900cc5_m.jpg,images/images/architecure/4757542120_19eda5838c_m.jpg,0.922458
images/images/architecure/11151003593_c844208352_n.jpg,images/images/architecure/11161444874_b7350df2a3_n.jpg,0.922445
images/images/architecure/11161444874_b7350df2a3_n.jpg,images/images/architecure/11151003593_c844208352_n.jpg,0.922445
images/images/architecure/7992567821_c4a9142434_n.jpg,images/images/architecure/9726640105_2b7aa5776b_n.jpg,0.922410
images/images/architecure/9726640105_2b7aa5776b_n.jpg,images/images/architecure/7992567821_c4a9142434_n.jpg,0.922410
images/images/architecure/365323440_33b73364fe_m.jpg,images/images/architecure/3888441940_9001894511_m.jpg,0.922403
images/images/architecure/10110744586_7951889b85_m.jpg,images/images/architecure/10110628364_ec0edc37cd_n.jpg,0.922398
images/images/architecure/10110628364_ec0edc37cd_n.jpg,images/images/architecure/10110744586_7951889b85_m.jpg,0.922398
images/images/architecure/3713449033_644e8023fc_m.jpg,images/images/architecure/570879100_2fba40c392_m.jpg,0.922391
images/images/architecure/570879100_2fba40c392_m.jpg,images/images/architecure/3713449033_644e8023fc_m.jpg,0.922391
images/images/art and culture/27 (8).jpg,images/images/art and culture/7 (8).jpg,0.922371
images/images/art and culture/599 (4).jpg,images/images/art and culture/544 (4).jpg,0.922359
images/images/art and culture/544 (4).jpg,images/images/art and culture/599 (4).jpg,0.922359
images/images/architecure/6532994609_be3a6608b6_m.jpg,images/images/architecure/10388466354_3a0b7ac5b3_m.jpg,0.922349
images/images/architecure/10388466354_3a0b7ac5b3_m.jpg,images/images/architecure/6532994609_be3a6608b6_m.jpg,0.922349
images/images/architecure/1864122146_18fd4d492d.jpg,images/images/architecure/6062365492_fa4cc0cc30_m.jpg,0.922327
images/images/art and culture/259 (2).jpg,images/images/art and culture/336 (2).jpg,0.922327
images/images/art and culture/336 (2).jpg,images/images/art and culture/259 (2).jpg,0.922327
images/images/architecure/2477385526_08f02e8551_m.jpg,images/images/architecure/2674640_7bf87943fb_m.jpg,0.922309
images/images/architecure/2674640_7bf87943fb_m.jpg,images/images/architecure/2477385526_08f02e8551_m.jpg,0.922309
images/images/food and d rinks/fruit_0176.jpg,images/images/food and d rinks/fruit_0589.jpg,0.922302
images/images/architecure/2469417294_22ddfcaa10_n.jpg,images/images/architecure/14987557923_33c9fc26e4_n.jpg,0.922291
images/images/architecure/14987557923_33c9fc26e4_n.jpg,images/images/architecure/2469417294_22ddfcaa10_n.jpg,0.922291
images/images/art and culture/82.jpg,images/images/art and culture/48 (4).jpg,0.922268
images/images/art and culture/48 (4).jpg,images/images/art and culture/82.jpg,0.922268
images/images/architecure/6739983847_fcd11f32f6_n.jpg,images/images/architecure/6739983673_6f6f8a8ece_n.jpg,0.922267
images/images/architecure/6739983673_6f6f8a8ece_n.jpg,images/images/architecure/6739983847_fcd11f32f6_n.jpg,0.922267
images/images/architecure/2127366756_903199abce_m.jpg,images/images/architecure/45654232_7f00c7400d_m.jpg,0.922252
images/images/architecure/4504582161_5f5915aa9b_m.jpg,images/images/architecure/22892402506_d1982d8249_m.jpg,0.922251
images/images/architecure/22892402506_d1982d8249_m.jpg,images/images/architecure/4504582161_5f5915aa9b_m.jpg,0.922251
images/images/architecure/3195056625_2e8c62bebc_m.jpg,images/images/architecure/2399849233_b0b136b373_m.jpg,0.922247
images/images/architecure/3045680858_b5d82d4175_m.jpg,images/images/architecure/729827853_e9b5188477_m.jpg,0.922245
images/images/architecure/2067220632_7a0677fdf3_m.jpg,images/images/architecure/25824246060_d87b4b2623_m.jpg,0.922233
images/images/architecure/8170134727_366dfef2a4_n.jpg,images/images/architecure/5155388486_d35da135a8.jpg,0.922216
images/images/art and culture/200 (7).jpg,images/images/art and culture/382 (6).jpg,0.922194
images/images/architecure/346366977_25ccb5dc4e_m.jpg,images/images/architecure/12534064745_e59ce16e2b_n.jpg,0.922177
images/images/architecure/36332619_784565c8b8_m.jpg,images/images/architecure/302229573_576622cf6d_m.jpg,0.922160
images/images/architecure/302229573_576622cf6d_m.jpg,images/images/architecure/36332619_784565c8b8_m.jpg,0.922160
images/images/architecure/12906877513_34abc6125a_n.jpg,images/images/architecure/140551155_9da022c77b_m.jpg,0.922049
images/images/food and d rinks/fruit_0567.jpg,images/images/food and d rinks/fruit_0570.jpg,0.922040
images/images/food and d rinks/fruit_0570.jpg,images/images/food and d rinks/fruit_0567.jpg,0.922040
images/images/architecure/14816549224_7a85c7cc0f_m.jpg,images/images/architecure/15294640193_e63e7d6f62_n.jpg,0.921989
images/images/architecure/8210671345_943afaf9ab_m.jpg,images/images/architecure/4717555240_1b3e75712d_n.jpg,0.921986
images/images/architecure/4717555240_1b3e75712d_n.jpg,images/images/architecure/8210671345_943afaf9ab_m.jpg,0.921986
images/images/architecure/4354319457_5ec2b24da6_m.jpg,images/images/architecure/3418650078_38a6013657_m.jpg,0.921961
images/images/architecure/2459666239_1888d77af3_n.jpg,images/images/architecure/767195825_24ef2ddd80_m.jpg,0.921947
images/images/architecure/767195825_24ef2ddd80_m.jpg,images/images/architecure/2459666239_1888d77af3_n.jpg,0.921947
images/images/architecure/4528034177_f6c0169f1a_m.jpg,images/images/architecure/7927608734_0da199a16b_n.jpg,0.921944
images/images/architecure/607926393_fc0a0a7d0b_n.jpg,images/images/architecure/4831078523_9c544fe1a4_m.jpg,0.921922
images/images/architecure/4831078523_9c544fe1a4_m.jpg,images/images/architecure/607926393_fc0a0a7d0b_n.jpg,0.921922
images/images/architecure/229007598_b8a24152f2.jpg,images/images/architecure/3204152176_00da3c80c2_n.jpg,0.921907
images/images/architecure/3204152176_00da3c80c2_n.jpg,images/images/architecure/229007598_b8a24152f2.jpg,0.921907
images/images/architecure/6131829396_bf7c70d1fc_m.jpg,images/images/architecure/12445800595_d47f273573_m.jpg,0.921900
images/images/architecure/27680172651_74f12f0661_m.jpg,images/images/architecure/2399849233_b0b136b373_m.jpg,0.921885
images/images/architecure/2225559616_13df0ff430_n.jpg,images/images/architecure/2311293244_42d6bcf1ab_m.jpg,0.921857
images/images/architecure/2311293244_42d6bcf1ab_m.jpg,images/images/architecure/2225559616_13df0ff430_n.jpg,0.921857
images/images/architecure/7110442179_741076571a_n.jpg,images/images/architecure/7110442475_976d082efd_m.jpg,0.921854
images/images/food and d rinks/fruit_0257.jpg,images/images/food and d rinks/fruit_0872.jpg,0.921853
images/images/food and d rinks/fruit_0872.jpg,images/images/food and d rinks/fruit_0257.jpg,0.921853
images/images/architecure/15779924180_87d5b64c0e_m.jpg,images/images/architecure/14799859986_34d9c49ed8_n.jpg,0.921831
images/images/architecure/5877611155_5f9266e016_n.jpg,images/images/architecure/9937021854_1b131476be_m.jpg,0.921817
images/images/architecure/9937021854_1b131476be_m.jpg,images/images/architecure/5877611155_5f9266e016_n.jpg,0.921817
images/images/art and culture/200 (3).jpg,images/images/art and culture/669.jpg,0.921799
images/images/art and culture/669.jpg,images/images/art and culture/200 (3).jpg,0.921799
images/images/food and d rinks/fruit_0871.jpg,images/images/food and d rinks/fruit_0940.jpg,0.921781
images/images/architecure/5542776585_05deb0c3f1_m.jpg,images/images/architecure/5542776419_4fd97cc234_m.jpg,0.921751
images/images/travel and  adventure/Places365_val_00010480.jpg,images/images/travel and  adventure/Places365_val_00009556.jpg,0.921714
images/images/travel and  adventure/Places365_val_00009556.jpg,images/images/travel and  adventure/Places365_val_00010480.jpg,0.921714
images/images/architecure/5858165370_936940ee58_m.jpg,images/images/architecure/142057138_cfdcfb027f_m.jpg,0.921685
images/images/architecure/142057138_cfdcfb027f_m.jpg,images/images/architecure/5858165370_936940ee58_m.jpg,0.921685
images/images/architecure/4477723307_0c2c1f11b8_n.jpg,images/images/architecure/3066608973_9aa0fbcccf_n.jpg,0.921676
images/images/architecure/820344601_37398db6fc_m.jpg,images/images/architecure/6942901626_13baa5db67_m.jpg,0.921662
images/images/architecure/10803676733_f3ab2659ae_n.jpg,images/images/architecure/3984726769_49363f002e_n.jpg,0.921656
images/images/architecure/11371825593_104375f1c2_m.jpg,images/images/architecure/5604883750_9c833767cc_m - copia.jpg,0.921654
images/images/architecure/14097686984_84840f9433_m.jpg,images/images/architecure/15447850811_04d436f2b5_m.jpg,0.921648
images/images/architecure/15447850811_04d436f2b5_m.jpg,images/images/architecure/14097686984_84840f9433_m.jpg,0.921648
images/images/food and d rinks/fruit_0647.jpg,images/images/food and d rinks/fruit_0961.jpg,0.921642
images/images/architecure/14469297120_40c5f609fd_m.jpg,images/images/architecure/14737119721_7b716451b3_m.jpg,0.921602
images/images/architecure/14737119721_7b716451b3_m.jpg,images/images/architecure/14469297120_40c5f609fd_m.jpg,0.921602
images/images/architecure/5530424630_aa149ddee5.jpg,images/images/architecure/3334010536_f4eb00f379_n.jpg,0.921564
images/images/architecure/3334010536_f4eb00f379_n.jpg,images/images/architecure/5530424630_aa149ddee5.jpg,0.921564
images/images/architecure/2564494064_830fb369b1_m.jpg,images/images/architecure/505053296_835da4b4fe_n.jpg,0.921517
images/images/architecure/2384840878_47c776ec78_n.jpg,images/images/architecure/2439831496_3c1aaf578e_m.jpg,0.921516
images/images/architecure/2439831496_3c1aaf578e_m.jpg,images/images/architecure/2384840878_47c776ec78_n.jpg,0.921516
images/images/architecure/2477385526_08f02e8551_m.jpg,images/images/architecure/26981551_8acb23c42a_m.jpg,0.921447
images/images/architecure/2431512529_64230c6f0a_n.jpg,images/images/architecure/512796835_ea38dff18d_n.jpg,0.921418
images/images/architecure/15264464867_1435016716_m.jpg,images/images/architecure/8490511827_681cbd4ce6_m.jpg,0.921405
images/images/art and culture/389 (6).jpg,images/images/art and culture/206.jpg,0.921403
images/images/art and culture/206.jpg,images/images/art and culture/389 (6).jpg,0.921403
images/images/architecure/3660187940_3342c8b752_m.jpg,images/images/architecure/2771803725_67ab8e3673_m.jpg,0.921371
images/images/architecure/5890411793_a70388ebeb_m.jpg,images/images/architecure/3559339624_153ce93163_n.jpg,0.921363
images/images/architecure/2239127895_02f9837a5b_n.jpg,images/images/architecure/8267248318_efacf96385_m.jpg,0.921337
images/images/architecure/3500183665_f99738a04d_m.jpg,images/images/architecure/87885209_09a427ba10_m.jpg,0.921317
images/images/architecure/302524431_28d08b3c42_m.jpg,images/images/architecure/7760222942_f5821a7247_m.jpg,0.921310
images/images/architecure/7588811936_138bd044b8.jpg,images/images/architecure/12445324005_6f3715cbf4_m.jpg,0.921303
images/images/architecure/12445324005_6f3715cbf4_m.jpg,images/images/architecure/7588811936_138bd044b8.jpg,0.921303
images/images/architecure/4872615280_c3b559e859_m.jpg,images/images/architecure/3489425326_e323f47d9b_m.jpg,0.921269
images/images/architecure/3489425326_e323f47d9b_m.jpg,images/images/architecure/4872615280_c3b559e859_m.jpg,0.921269
images/images/architecure/1715310687_b2381b7664.jpg,images/images/architecure/4831075871_f446c785f1_m.jpg,0.921262
images/images/architecure/8033723434_406d92d8d0_m.jpg,images/images/architecure/16013321549_513238c7ea_n.jpg,0.921255
images/images/architecure/16013321549_513238c7ea_n.jpg,images/images/architecure/8033723434_406d92d8d0_m.jpg,0.921255
images/images/art and culture/27 (8).jpg,images/images/art and culture/134.jpg,0.921248
images/images/architecure/24275650883_a3af9b0628_m.jpg,images/images/architecure/24607073860_dbb08848f0_m.jpg,0.921239
images/images/architecure/24607073860_dbb08848f0_m.jpg,images/images/architecure/24275650883_a3af9b0628_m.jpg,0.921239
images/images/architecure/15515277706_03cbb97ebd_n.jpg,images/images/architecure/522439788_a3a1507f51_n.jpg,0.921206
images/images/architecure/5542775517_c95f4840c5_n.jpg,images/images/architecure/5542808787_4bb90bc10e_n.jpg,0.921149
images/images/architecure/2654782157_b60892fe38_n.jpg,images/images/architecure/5036801434_0bebf6beab_n.jpg,0.921134
images/images/architecure/5036801434_0bebf6beab_n.jpg,images/images/architecure/2654782157_b60892fe38_n.jpg,0.921134
images/images/food and d rinks/fruit_0839.jpg,images/images/food and d rinks/fruit_0959.jpg,0.921124
images/images/food and d rinks/fruit_0976.jpg,images/images/food and d rinks/fruit_0262.jpg,0.921098
images/images/food and d rinks/fruit_0262.jpg,images/images/food and d rinks/fruit_0976.jpg,0.921098
images/images/art and culture/297 (3).jpg,images/images/art and culture/223 (3).jpg,0.921083
images/images/art and culture/223 (3).jpg,images/images/art and culture/297 (3).jpg,0.921083
images/images/travel and  adventure/Places365_val_00007905.jpg,images/images/travel and  adventure/Places365_val_00012052.jpg,0.921049
images/images/travel and  adventure/Places365_val_00012052.jpg,images/images/travel and  adventure/Places365_val_00007905.jpg,0.921049
images/images/architecure/6012846311_e66caa5250_m.jpg,images/images/architecure/8688365735_070b4a56b1_m.jpg,0.921043
images/images/architecure/8688365735_070b4a56b1_m.jpg,images/images/architecure/6012846311_e66caa5250_m.jpg,0.921043
images/images/architecure/6693517249_fe17579124_n.jpg,images/images/architecure/22454386311_b742b5f5cf_n.jpg,0.921042
images/images/architecure/11462330706_b04fdc16e1_m.jpg,images/images/architecure/15149069047_7e493fabd9_m.jpg,0.921018
images/images/architecure/15149069047_7e493fabd9_m.jpg,images/images/architecure/11462330706_b04fdc16e1_m.jpg,0.921018
images/images/architecure/3056994472_aab047e48b_m.jpg,images/images/architecure/13851385653_c37d180b17_m.jpg,0.921015
images/images/architecure/13851385653_c37d180b17_m.jpg,images/images/architecure/3056994472_aab047e48b_m.jpg,0.921015
images/images/architecure/11462362013_2d1f4342e8_m.jpg,images/images/architecure/6189797001_bc1a1b1ef8_m.jpg,0.920996
images/images/architecure/6189797001_bc1a1b1ef8_m.jpg,images/images/architecure/11462362013_2d1f4342e8_m.jpg,0.920996
images/images/architecure/1067160444_83f13ddc07_m.jpg,images/images/architecure/2771803725_67ab8e3673_m.jpg,0.920993
images/images/architecure/5734850229_ab93eeaa5b_m.jpg,images/images/architecure/6280909874_4ab6c784c8_m.jpg,0.920973
images/images/architecure/25824242840_d14c0d71c1_n.jpg,images/images/architecure/4460287785_fd9e76cdb8_m.jpg,0.920961
images/images/architecure/4460287785_fd9e76cdb8_m.jpg,images/images/architecure/25824242840_d14c0d71c1_n.jpg,0.920961
images/images/architecure/4019040897_8eeeda9233_n.jpg,images/images/architecure/8242882219_2594962fb5_n.jpg,0.920929
images/images/architecure/8242882219_2594962fb5_n.jpg,images/images/architecure/4019040897_8eeeda9233_n.jpg,0.920929
images/images/architecure/8598175423_350f344633_m.jpg,images/images/architecure/38598509_3f917d8756_m.jpg,0.920925
images/images/architecure/38598509_3f917d8756_m.jpg,images/images/architecure/8598175423_350f344633_m.jpg,0.920925
images/images/architecure/1274513769_044d28c0b5_m.jpg,images/images/architecure/14285839638_6ce0cfb72d_m.jpg,0.920899
images/images/architecure/14285839638_6ce0cfb72d_m.jpg,images/images/architecure/1274513769_044d28c0b5_m.jpg,0.920899
images/images/architecure/4749329339_734bf93124_m.jpg,images/images/architecure/2760554018_fa49214851_m.jpg,0.920890
images/images/architecure/10640156896_a326cd1e31_n.jpg,images/images/architecure/10165270544_4083659981.jpg,0.920876
images/images/architecure/10165270544_4083659981.jpg,images/images/architecure/10640156896_a326cd1e31_n.jpg,0.920876
images/images/architecure/362625046_83bada3570.jpg,images/images/architecure/5239438965_a9e96b30df.jpg,0.920833
images/images/architecure/5239438965_a9e96b30df.jpg,images/images/architecure/362625046_83bada3570.jpg,0.920833
images/images/architecure/607926393_fc0a0a7d0b_n.jpg,images/images/architecure/5109646595_5cfaec818b_m.jpg,0.920814
images/images/architecure/5109646595_5cfaec818b_m.jpg,images/images/architecure/607926393_fc0a0a7d0b_n.jpg,0.920814
images/images/architecure/3602222310_18204f4259_m.jpg,images/images/architecure/8322367969_2f200fbd8e_m.jpg,0.920766
images/images/architecure/8322367969_2f200fbd8e_m.jpg,images/images/architecure/3602222310_18204f4259_m.jpg,0.920766
images/images/architecure/8837739724_8e19a2814e_m.jpg,images/images/architecure/7879168430_15f991fc6b_m.jpg,0.920761
images/images/food and d rinks/fruit_0957.jpg,images/images/food and d rinks/fruit_0287.jpg,0.920730
images/images/architecure/8083167841_4eaacf8c92_m.jpg,images/images/architecure/5076910022_e12e00d701_m.jpg,0.920723
images/images/architecure/7521246136_6cc5c1b6e7_m.jpg,images/images/architecure/5076910022_e12e00d701_m.jpg,0.920708
images/images/architecure/14109077410_0bdf7a61a2_m.jpg,images/images/architecure/4019040897_8eeeda9233_n.jpg,0.920705
images/images/architecure/11466897086_a007192d85_m.jpg,images/images/architecure/11466824664_b12defbecb_m.jpg,0.920692
images/images/architecure/11466824664_b12defbecb_m.jpg,images/images/architecure/11466897086_a007192d85_m.jpg,0.920692
images/images/architecure/3051245311_ec445c2b9e_m.jpg,images/images/architecure/12534064745_e59ce16e2b_n.jpg,0.920663
images/images/architecure/11465074173_a83f0f8416_m.jpg,images/images/architecure/11464871985_30c22b007c_m.jpg,0.920660
images/images/architecure/4696556416_6b430686be_m.jpg,images/images/architecure/3738274909_8eba44bff9_m.jpg,0.920656
